,ZIPCODE,geometry,VENDOR TYPE
871,10007,POINT (981398.0394758948 197963.3830009837),CONVENIENCE STORE
872,10007,POINT (982775.7748647036 199981.64203387787),CONVENIENCE STORE
873,10007,POINT (982123.6756887079 198866.86118850767),GROCERY SUPERMARKET
874,10007,POINT (981451.7502771292 199646.57521452487),GROCERY SUPERMARKET
875,10007,POINT (981925.7929620324 199635.5927532923),CONVENIENCE STORE
876,10007,POINT (981682.9207273284 199136.50714852248),STAND
877,10007,POINT (982147.2966113343 199810.46283680064),GROCERY SUPERMARKET
878,10007,POINT (981921.9245976105 199814.4884822619),STAND
879,10007,POINT (980977.6432162636 199176.6573561805),STAND
880,10007,POINT (982171.9543026349 199635.33289724097),TOBACCO RETAIL
881,10007,POINT (982233.9913354432 198979.78070567187),GROCERY SUPERMARKET
882,10007,POINT (981106.3549223886 199741.36123940666),STAND
883,10007,POINT (981921.9245976105 199814.4884822619),STAND
884,10007,POINT (981791.5512410924 199121.91394946646),GROCERY SUPERMARKET
885,10013,POINT (982044.7346496539 199835.97069451955),GROCERY SUPERMARKET
886,10013,POINT (982262.9281107908 200196.63430543177),GROCERY SUPERMARKET
887,10013,POINT (982098.8425404635 203668.72537603247),CONVENIENCE STORE
888,10013,POINT (983922.9125420251 201752.2443771196),GROCERY SUPERMARKET
889,10013,POINT (982944.7025573807 202178.55516211767),BAR/LOUNGE
890,10013,POINT (984358.3973949909 200702.97743842466),GROCERY SUPERMARKET
891,10013,POINT (983987.4950568264 200936.15019467397),CONVENIENCE/GAS
892,10013,POINT (983295.3289468976 201693.97932131536),GROCERY SUPERMARKET
893,10013,POINT (985074.6610975368 201704.90739380012),BAR/LOUNGE
894,10013,POINT (983042.0427990257 202918.1311346363),BAR/LOUNGE
895,10013,POINT (982161.2661505122 204186.0623139289),GROCERY SUPERMARKET
896,10013,POINT (982928.9042974559 202193.1226896608),GROCERY SUPERMARKET
897,10013,POINT (982872.9048652248 202091.1139139089),GROCERY SUPERMARKET
898,10013,POINT (984141.61178688 200586.38400528408),DELICATESSEN
899,10013,POINT (982888.6586297163 201282.3028581436),GROCERY SUPERMARKET
900,10013,POINT (981807.5886522487 201471.84421651164),GROCERY SUPERMARKET
901,10013,POINT (984578.1698281594 200014.65447783898),DISCOUNT STORE
902,10013,POINT (984780.3025817963 200757.63038820273),GROCERY SUPERMARKET
903,10013,POINT (983041.994041978 201938.0951046931),GROCERY SUPERMARKET
904,10013,POINT (984022.7151822449 200473.4711374687),STAND
905,10013,POINT (981661.6634078731 200265.9203063339),GROCERY SUPERMARKET
906,10013,POINT (982678.4631233206 203938.30008673243),STAND
907,10013,POINT (981673.6724418461 203734.3470740895),GROCERY SUPERMARKET
908,10013,POINT (982267.1984130848 201559.2322283446),RESTAURANT/ATUPA
909,10013,POINT (983109.0998598845 202557.44544921213),CONVENIENCE/GAS
910,10013,POINT (984103.1133887855 201019.96056310396),GROCERY SUPERMARKET
911,10013,POINT (981947.3968785169 202513.81286294453),GROCERY SUPERMARKET
912,10013,POINT (982595.2169211766 202838.01087785198),CONVENIENCE STORE
913,10013,POINT (984629.7990988506 199850.44019140565),GROCERY SUPERMARKET
914,10013,POINT (982292.9637696355 200961.74207631728),STAND
915,10013,POINT (983982.7765270643 200764.90940068942),CONVENIENCE STORE
916,10013,POINT (982872.9048652248 202091.1139139089),GROCERY SUPERMARKET
917,10013,POINT (983009.7564071213 200342.32635782266),GROCERY SUPERMARKET
918,10013,POINT (983119.2505484903 200506.26356180204),GROCERY SUPERMARKET
919,10013,POINT (985685.9496867836 201030.9350456616),STAND
920,10013,POINT (984588.7716492724 199300.3006397215),CONVENIENCE STORE
921,10013,POINT (983388.4481529314 200921.59775790523),STAND
922,10013,POINT (982952.0952547832 200524.48771981185),TOBACCO RETAIL
923,10013,POINT (983833.9182091169 201344.19900912992),GROCERY SUPERMARKET
924,10013,POINT (982959.1497985317 202539.23678111332),GROCERY SUPERMARKET
925,10013,POINT (982310.0831499429 200608.3261865647),CONVENIENCE STORE
926,10013,POINT (983076.6876311019 203005.5746766095),GROCERY SUPERMARKET
927,10013,POINT (983261.4589526388 200116.42660898814),CONVENIENCE STORE
928,10013,POINT (983012.9114737532 202521.01816997823),DELICATESSEN
929,10013,POINT (984948.0041095277 201121.9663315411),GROCERY SUPERMARKET
930,10014,POINT (983251.522288906 208226.43177448298),CONVENIENCE STORE
931,10014,POINT (983334.3586436376 204197.13972034171),GROCERY SUPERMARKET
932,10014,POINT (982440.2052611887 205650.65186597928),GROCERY SUPERMARKET
933,10014,POINT (981959.6462774458 208973.40064732774),GROCERY SUPERMARKET
934,10014,POINT (984172.750086478 206234.293170521),CONVENIENCE STORE
935,10014,POINT (982839.5337912535 204768.95082841575),GROCERY SUPERMARKET
936,10014,POINT (982889.8725896222 208022.42547368453),GROCERY SUPERMARKET
937,10014,POINT (983828.4706612703 206069.5679452485),CONVENIENCE STORE
938,10014,POINT (982784.5400655215 207763.76020394816),GROCERY SUPERMARKET
939,10014,POINT (983476.8046098887 206554.1522178165),STAND
940,10014,POINT (983323.8782007898 208849.4331127973),CONVENIENCE STORE
941,10014,POINT (982095.7613506936 209129.85044460846),CONVENIENCE STORE
942,10014,POINT (983364.5312377972 206433.91285819866),DELICATESSEN
943,10014,POINT (984173.7465682158 207075.10005722966),GROCERY SUPERMARKET
944,10014,POINT (983801.79972997 205543.47479786674),BAR/LOUNGE
945,10014,POINT (983012.3557761753 208029.70227262253),GROCERY SUPERMARKET
946,10014,POINT (982286.8278306535 204386.44120746266),GROCERY SUPERMARKET
947,10014,POINT (982805.4145845282 204506.63261373722),GROCERY SUPERMARKET
948,10014,POINT (984028.2904826989 205972.56864755988),OTHER
949,10014,POINT (982811.5783306131 205024.00503721682),STAND
950,10014,POINT (982428.0639025455 206379.3175593903),GROCERY SUPERMARKET
951,10014,POINT (983718.1519025518 206131.51627109942),GROCERY SUPERMARKET
952,10014,POINT (982811.7188672724 204907.3352631706),GROCERY SUPERMARKET
953,10014,POINT (983150.9517535957 208386.74494582572),CONVENIENCE/GAS
954,10014,POINT (983828.4706612703 206069.5679452485),GROCERY SUPERMARKET
955,10014,POINT (982893.8114152317 209089.92428245742),GROCERY SUPERMARKET
956,10014,POINT (982451.2917244186 205723.5296801992),GROCERY SUPERMARKET
957,10014,POINT (983256.7119093835 206193.46162464167),GROCERY SUPERMARKET
958,10014,POINT (983820.7682398891 205585.59916133754),TOBACCO RETAIL
959,10014,POINT (983384.5627735736 208601.69189162258),GROCERY SUPERMARKET
960,10014,POINT (981861.6228731765 206809.27952850552),GROCERY SUPERMARKET
961,10014,POINT (983118.6899608268 205216.37459018573),GROCERY SUPERMARKET
962,10014,POINT (983390.0398175213 206499.85883224753),TOBACCO RETAIL
963,10014,POINT (983072.1357799249 206393.8597647429),GROCERY SUPERMARKET
964,10014,POINT (981974.0966118292 206277.3441900001),RESTAURANT/ATUPA
965,10014,POINT (983325.7726349377 207359.31975530554),GROCERY SUPERMARKET
966,10014,POINT (983801.0131102087 206109.6496178105),GROCERY SUPERMARKET
967,10014,POINT (982832.5260306798 207958.46269579718),RESTAURANT/ATUPA
968,10014,POINT (983856.4787545966 205621.45457975427),GROCERY SUPERMARKET
969,10014,POINT (983499.5149674364 204780.20114881473),GROCERY SUPERMARKET
970,10014,POINT (982058.6063858101 209100.9025136286),CONVENIENCE STORE
971,10014,POINT (983334.8428533705 205799.97783896912),GROCERY SUPERMARKET
972,10014,POINT (983747.8271599778 206634.29180851628),TOBACCO RETAIL
973,10014,POINT (983780.2768880939 207734.57217040393),GROCERY SUPERMARKET
974,10014,POINT (982741.8168735122 208399.0999072357),BAR/LOUNGE
975,10030,POINT (1000513.8494650255 237801.19662448595),BAR/LOUNGE
976,10030,POINT (999407.4435339847 237516.3055087968),GROCERY SUPERMARKET
977,10030,POINT (999247.741066681 238405.17633088582),CONVENIENCE STORE
978,10030,POINT (999879.9048280547 236316.1655931674),GROCERY SUPERMARKET
979,10030,POINT (999492.151438836 238357.9635802131),GROCERY SUPERMARKET
980,10030,POINT (1000256.5765048902 238835.73969549275),GROCERY SUPERMARKET
981,10030,POINT (1000121.2538465959 238806.50200114903),GAS STATION
982,10030,POINT (999534.6205521838 237745.91092995292),GROCERY SUPERMARKET
983,10030,POINT (999534.6205521838 237745.91092995292),RESTAURANT/ATUPA
984,10030,POINT (999177.8759328983 236713.70451938827),GROCERY SUPERMARKET
985,10030,POINT (1000887.4543842408 238309.10128833647),CONVENIENCE/GAS
986,10030,POINT (999051.0077138032 236726.50784178302),GROCERY SUPERMARKET
987,10030,POINT (1000049.376452769 238675.29287906),DELICATESSEN
988,10030,POINT (1000451.721497133 237515.557373853),BAR/LOUNGE
989,10030,POINT (999879.9048280547 236316.1655931674),GROCERY SUPERMARKET
990,10030,POINT (999870.5126643954 238350.9209513585),GROCERY SUPERMARKET
991,10030,POINT (999785.0982037456 238197.85395025238),GROCERY SUPERMARKET
992,10030,POINT (999638.261251358 236051.2189742263),DELICATESSEN
993,10030,POINT (999922.0082880593 236638.58018638415),GROCERY SUPERMARKET
994,10030,POINT (999028.0990994631 236831.11258854828),DELICATESSEN
995,10030,POINT (999122.5319774982 236783.8051896897),GROCERY SUPERMARKET
996,10030,POINT (1000946.2099437125 238158.5443767187),RESTAURANT/ATUPA
997,10030,POINT (999847.0145325162 238310.82446165432),GROCERY SUPERMARKET
998,10030,POINT (1000950.1080762452 236558.01410953174),GROCERY SUPERMARKET
999,10030,POINT (1001738.9172461085 237990.3434049565),GROCERY SUPERMARKET
1000,10030,POINT (1001628.4352624295 237786.71915623837),GROCERY SUPERMARKET
1001,10030,POINT (1001628.4352624295 237786.71915623837),GROCERY SUPERMARKET
1002,10030,POINT (1001342.8860026883 237268.0873155358),GROCERY SUPERMARKET
1003,10030,POINT (1001031.5815160598 236706.410858271),GROCERY SUPERMARKET
1004,10030,POINT (1001238.8689313546 237079.3041434373),GROCERY SUPERMARKET
1005,10030,POINT (1000775.1017026103 236239.04668035766),GROCERY SUPERMARKET
1006,10030,POINT (1000430.3849602032 235617.6000220185),GROCERY SUPERMARKET
1007,10030,POINT (1000861.9618369936 236393.57864681934),GROCERY SUPERMARKET
1008,10030,POINT (1001742.4685394794 238213.75404170717),GROCERY SUPERMARKET
1009,10030,POINT (1001732.6314186142 238053.4360787138),DELICATESSEN
1010,10030,POINT (999694.4207714903 239349.09084309512),GROCERY SUPERMARKET
1011,10030,POINT (1000805.2283003057 238734.09468080336),GROCERY SUPERMARKET
1012,10030,POINT (999601.1104679138 239396.39641038232),GROCERY SUPERMARKET
1013,10012,POINT (984421.8477692105 204736.11301379593),GROCERY SUPERMARKET
1014,10012,POINT (985013.8998044034 203286.09423476027),GROCERY SUPERMARKET
1015,10012,POINT (985536.1197626472 203428.22429077784),STAND
1016,10012,POINT (985269.1802966015 203329.81858350502),GROCERY SUPERMARKET
1017,10012,POINT (985367.3584256617 201894.360509738),GROCERY SUPERMARKET
1018,10012,POINT (984005.8221733604 205013.01586684067),CONVENIENCE STORE
1019,10012,POINT (986039.4659136975 203289.79766352195),GROCERY SUPERMARKET
1020,10012,POINT (985516.1755805659 202735.9759558069),GROCERY SUPERMARKET
1021,10012,POINT (984073.7258277752 204870.92248665582),CONVENIENCE STORE
1022,10012,POINT (984783.25368804 204987.50601977666),CONVENIENCE STORE
1023,10012,POINT (984363.070071086 205213.38903289812),GROCERY SUPERMARKET
1024,10012,POINT (984006.9426900962 205563.15560100356),CONVENIENCE STORE
1025,10012,POINT (983623.5943969142 203905.45950042232),STATIONERY STORE
1026,10012,POINT (985364.6337031646 203951.20200488617),GROCERY SUPERMARKET
1027,10012,POINT (984056.2515913442 204335.34897384446),GROCERY SUPERMARKET
1028,10012,POINT (985511.2135545202 202098.390954586),TOBACCO RETAIL
1029,10012,POINT (985249.280043713 201949.00278835834),GROCERY SUPERMARKET
1030,10012,POINT (985695.1297663241 204506.63264613203),GROCERY SUPERMARKET
1031,10012,POINT (985404.1285476736 204051.2054292703),GROCERY SUPERMARKET
1032,10012,POINT (983763.845579296 203810.7276759876),GROCERY SUPERMARKET
1033,10012,POINT (983293.4742564514 203559.35400343913),CONVENIENCE STORE
1034,10012,POINT (984151.3434211338 205344.54929403117),STATIONERY STORE
1035,10012,POINT (984117.2378816073 204841.77353261516),CONVENIENCE STORE
1036,10012,POINT (984596.4760858745 203275.1522119132),RESTAURANT/ATUPA
1037,10012,POINT (983852.802451175 203832.57608068525),GROCERY SUPERMARKET
1038,10012,POINT (984046.5700244873 205078.59546528783),GROCERY SUPERMARKET
1039,10012,POINT (985043.8706846177 202561.0807605535),GROCERY SUPERMARKET
1040,10012,POINT (984657.1820839973 203355.31506671934),GROCERY SUPERMARKET
1041,10012,POINT (983415.976559658 203479.1875676018),CONVENIENCE STORE
1042,10012,POINT (984969.0318184409 201901.62878291326),DELICATESSEN
1043,10012,POINT (985507.9162354979 201613.83127408446),CONVENIENCE STORE
1044,10034,POINT (1005737.4465446004 253577.44273827528),GROCERY SUPERMARKET
1045,10034,POINT (1006370.7524450779 254627.30182713174),GROCERY SUPERMARKET
1046,10034,POINT (1005111.2615259362 254480.45483441022),GROCERY SUPERMARKET
1047,10034,POINT (1007061.4129976399 255790.19431721893),DELICATESSEN
1048,10034,POINT (1006470.6536347736 254270.35183978354),CONVENIENCE STORE
1049,10034,POINT (1004885.7446597567 254924.7503617058),TOBACCO RETAIL
1050,10034,POINT (1007083.4248073266 254154.32540813906),CONVENIENCE/GAS
1051,10034,POINT (1003614.7139955692 255040.29732985492),GROCERY SUPERMARKET
1052,10034,POINT (1006688.443263668 254146.67289733875),CONVENIENCE STORE
1053,10034,POINT (1006873.6607583762 254842.7270406777),GAS STATION
1054,10034,POINT (1005429.841680178 255183.91202107014),GROCERY SUPERMARKET
1055,10034,POINT (1004895.0858489628 255008.5559682501),GROCERY SUPERMARKET
1056,10034,POINT (1005898.0055419188 255596.0160708288),GROCERY SUPERMARKET
1057,10034,POINT (1005100.4841437427 254476.79597258984),TOBACCO RETAIL
1058,10034,POINT (1006084.6258934316 255056.96397394195),GROCERY SUPERMARKET
1059,10034,POINT (1005949.2613777658 255494.04764666726),GROCERY SUPERMARKET
1060,10034,POINT (1005244.81309287 254546.1515958079),GROCERY SUPERMARKET
1061,10034,POINT (1004066.4030195947 255029.72946697133),CONVENIENCE STORE
1062,10034,POINT (1006511.702478512 255643.93740008),CONVENIENCE STORE
1063,10034,POINT (1006235.1164467825 253821.9988591807),GROCERY SUPERMARKET
1064,10034,POINT (1006899.7703608107 255035.8621457797),GROCERY SUPERMARKET
1065,10034,POINT (1005956.8312813997 255687.16519362634),GROCERY SUPERMARKET
1066,10034,POINT (1005838.2452866696 254393.64446584723),CONVENIENCE STORE
1067,10034,POINT (1006311.0127715779 253705.47171578737),GAS STATION
1068,10034,POINT (1005962.5401854395 255345.20034972584),TOBACCO RETAIL
1069,10034,POINT (1005898.0055419188 255596.0160708288),GROCERY SUPERMARKET
1070,10034,POINT (1004415.7239637511 254702.1102629498),GROCERY SUPERMARKET
1071,10034,POINT (1007851.7988054092 256720.01118634918),GROCERY SUPERMARKET
1072,10034,POINT (1004552.6489821953 254367.03336534984),GROCERY SUPERMARKET
1073,10034,POINT (1005085.4747410289 253274.46547055693),GROCERY SUPERMARKET
1074,10034,POINT (1005008.7143959329 253431.06239847164),CONVENIENCE STORE
1075,11201,POINT (989485.904460531 195028.3503208049),STAND
1076,11201,POINT (986665.3664747546 188949.8110057988),GROCERY SUPERMARKET
1077,11201,POINT (986008.7863977968 190622.03058661404),OTHER
1078,11201,POINT (986089.6238793692 192268.79952778274),CONVENIENCE STORE
1079,11201,POINT (987666.9476717814 190927.0677809181),GROCERY SUPERMARKET
1080,11201,POINT (987767.5054321877 192979.43004224251),GROCERY SUPERMARKET
1081,11201,POINT (986943.2188776706 189489.06003811638),CONVENIENCE STORE
1082,11201,POINT (987835.3199599342 191930.17826301462),GROCERY SUPERMARKET
1083,11201,POINT (987909.9614444259 195282.01346921598),GROCERY SUPERMARKET
1084,11201,POINT (988020.3513665504 191405.56792235366),CONVENIENCE STORE
1085,11201,POINT (986691.4908261099 191310.66983114425),STAND
1086,11201,POINT (988818.0051477768 192360.25341285887),CONVENIENCE STORE
1087,11201,POINT (988533.9019600872 190123.22085990498),GROCERY SUPERMARKET
1088,11201,POINT (985353.4493430344 190971.75611785217),GROCERY SUPERMARKET
1089,11201,POINT (988963.4446477841 193165.43930102565),GROCERY SUPERMARKET
1090,11201,POINT (986432.6598498838 193589.48434731926),CONVENIENCE STORE
1091,11201,POINT (987003.6285254988 189755.0198030531),GROCERY SUPERMARKET
1092,11201,POINT (988099.9029795713 191635.10172173812),GROCERY SUPERMARKET
1093,11201,POINT (985835.7082702005 190920.7694202958),GROCERY SUPERMARKET
1094,11201,POINT (984844.2950916629 191157.54519025228),CONVENIENCE STORE
1095,11201,POINT (986089.6238793692 192268.79952778274),GROCERY SUPERMARKET
1096,11201,POINT (987795.4278898414 191443.33249748521),GROCERY SUPERMARKET
1097,11201,POINT (985335.4265691607 191153.91268327946),GROCERY SUPERMARKET
1098,11201,POINT (986813.9665438562 192174.15227161883),GROCERY SUPERMARKET
1099,11201,POINT (987169.933996107 195318.34512249514),GROCERY SUPERMARKET
1100,11201,POINT (988215.4882677494 191963.0193483128),GROCERY SUPERMARKET
1101,11201,POINT (986819.6837674724 191830.530820605),GROCERY SUPERMARKET
1102,11201,POINT (986104.5136871004 189951.6737415952),RESTAURANT/ATUPA
1103,11201,POINT (987014.6268953078 193101.38673760035),DELICATESSEN
1104,11201,POINT (987702.0651248585 190939.17868037013),OTHER
1105,11201,POINT (988545.26757875 194863.13928514216),BAR/LOUNGE
1106,11201,POINT (984779.7061559863 189754.86951889083),DELICATESSEN
1107,11201,POINT (988922.1021382234 190356.4634896788),STAND
1108,11201,POINT (988727.4130707971 191926.67682546919),GROCERY SUPERMARKET
1109,11201,POINT (987712.2791836032 195274.70153092727),CONVENIENCE STORE
1110,11201,POINT (988555.002389729 191471.23644206792),GROCERY SUPERMARKET
1111,11201,POINT (986743.0646310425 191587.5759622598),GROCERY SUPERMARKET
1112,11201,POINT (986245.9421496496 193318.0889810797),CONVENIENCE STORE
1113,11201,POINT (988616.5466997096 190083.15498874977),CONVENIENCE STORE
1114,11201,POINT (987278.2760943164 191441.91086148375),OTHER
1115,11201,POINT (986203.2282440279 193536.67454170002),STAND
1116,11201,POINT (988093.288704043 191423.79509262202),GROCERY SUPERMARKET
1117,11201,POINT (986048.7996698356 189561.84026016167),GROCERY SUPERMARKET
1118,11201,POINT (986738.2303220883 192491.11105162554),GROCERY SUPERMARKET
1119,11201,POINT (986652.1279584678 190942.70165563613),TOBACCO RETAIL
1120,11201,POINT (985893.5784615111 192429.09336241285),STAND
1121,11201,POINT (988148.3386053264 190505.70199351388),CONVENIENCE STORE
1122,11201,POINT (986094.3823182544 191740.5272906424),DELICATESSEN
1123,11201,POINT (985462.920526701 192585.72645119316),DELICATESSEN
1124,11201,POINT (987255.853594227 188745.85480411505),GROCERY SUPERMARKET
1125,11201,POINT (987142.7378483582 188527.25203501325),CONVENIENCE STORE
1126,11201,POINT (989405.8465849113 189970.36580687438),GROCERY SUPERMARKET
1127,11201,POINT (987025.1572407137 188301.35106031905),GROCERY SUPERMARKET
1128,11201,POINT (989421.0893878225 189999.5172043778),GROCERY SUPERMARKET
1129,11201,POINT (987179.8777223745 188600.1193747304),GROCERY SUPERMARKET
1130,11201,POINT (989507.5956477917 190170.76103001973),GROCERY SUPERMARKET
1131,11201,POINT (988879.7038975698 190228.9295737788),GROCERY SUPERMARKET
1132,11201,POINT (987548.0995473735 191401.8497272723),GROCERY SUPERMARKET
1133,11201,POINT (987763.6277201619 191186.9401959863),STAND
1134,11201,POINT (986785.4316899371 191875.39839821288),DISCOUNT STORE
1135,10016,POINT (988909.0269130507 211595.18935384665),STAND
1136,10016,POINT (990586.6963102852 211345.9257497131),OTHER
1137,10016,POINT (990107.5595008936 209239.96951548924),GROCERY SUPERMARKET
1138,10016,POINT (990404.7530256688 209779.25119634313),GROCERY SUPERMARKET
1139,10016,POINT (989814.2247202621 209946.70093100402),GROCERY SUPERMARKET
1140,10016,POINT (989268.0924171209 211225.40450298993),GROCERY SUPERMARKET
1141,10016,POINT (991225.0783023811 210398.82851474598),GROCERY SUPERMARKET
1142,10016,POINT (991490.3335596503 210194.8821380516),CONVENIENCE STORE
1143,10016,POINT (988528.1315141502 210201.46266201333),DELICATESSEN
1144,10016,POINT (991577.3838760707 211892.69656598856),CONVENIENCE STORE
1145,10016,POINT (988653.1540759293 210095.85427651973),STAND
1146,10016,POINT (988971.5052050779 211709.9059228932),STAND
1147,10016,POINT (989526.8085172412 211498.6825449465),GROCERY SUPERMARKET
1148,10016,POINT (989034.1696819249 209921.02012787058),STATIONERY STORE
1149,10016,POINT (991417.591987545 211601.17914876767),CONVENIENCE STORE
1150,10016,POINT (989434.8573097885 211298.28774529425),STAND
1151,10016,POINT (988805.7947109765 210234.31107379205),GROCERY SUPERMARKET
1152,10016,POINT (990084.296345728 209196.23353675197),GROCERY SUPERMARKET
1153,10016,POINT (988946.6061242785 211360.11934224906),GROCERY SUPERMARKET
1154,10016,POINT (990558.978144717 212369.68854025882),GROCERY SUPERMARKET
1155,10016,POINT (988446.8445866079 210846.31818223218),DELICATESSEN
1156,10016,POINT (989051.0964949342 209829.9441520638),GROCERY SUPERMARKET
1157,10016,POINT (989214.0956236244 212238.21553149997),CONVENIENCE STORE
1158,10016,POINT (990181.8122277632 212679.2787370727),CONVENIENCE STORE
1159,10016,POINT (987780.7629488715 210492.81197861143),CONVENIENCE STORE
1160,10016,POINT (991471.3271729518 211703.20733761467),GROCERY SUPERMARKET
1161,10016,POINT (990953.7199400852 210766.73424745715),STAND
1162,10016,POINT (988907.2363770381 211498.55575485574),GROCERY SUPERMARKET
1163,10016,POINT (990206.4390352122 209422.15217670766),GROCERY SUPERMARKET
1164,10016,POINT (987838.0926161166 210594.83223473656),GROCERY SUPERMARKET
1165,10016,POINT (991812.5937472469 210205.91291026224),GROCERY SUPERMARKET
1166,10016,POINT (990854.4345259473 209043.4206321791),GROCERY SUPERMARKET
1167,10016,POINT (988653.1540759293 210095.85427651973),STAND
1168,10016,POINT (989903.4413396075 211127.15084225163),GROCERY SUPERMARKET
1169,10016,POINT (988653.1540759293 210095.85427651973),STAND
1170,10016,POINT (989152.5437339195 211126.9875595596),CONVENIENCE STORE
1171,10016,POINT (989640.8169017214 209629.69346831512),OTHER
1172,10016,POINT (988217.328244805 211279.84232679836),GROCERY SUPERMARKET
1173,10016,POINT (988971.5052050779 211709.9059228932),GROCERY SUPERMARKET
1174,10016,POINT (990072.8693197555 210646.27922566838),CONVENIENCE/GAS
1175,10016,POINT (991514.5920130331 211557.4928721041),CONVENIENCE STORE
1176,10016,POINT (989456.6130850322 210569.62622417574),GROCERY SUPERMARKET
1177,10016,POINT (990203.5911117193 210901.33348318248),TOBACCO RETAIL
1178,10016,POINT (989130.4501400122 212081.53864943943),GROCERY SUPERMARKET
1179,10016,POINT (990476.4896406285 209910.43004903814),DELICATESSEN
1180,10016,POINT (990102.2134518834 210700.93389109432),GROCERY SUPERMARKET
1181,10016,POINT (988464.1138515872 210237.88319521578),GROCERY SUPERMARKET
1182,10016,POINT (990359.8077668791 211170.97653589663),CONVENIENCE STORE
1183,10016,POINT (988536.8919956263 210835.40140921235),GROCERY SUPERMARKET
1184,10016,POINT (988971.5052050779 211709.9059228932),STAND
1185,10016,POINT (990477.3728886386 210813.97197631822),TOBACCO RETAIL
1186,10016,POINT (991066.9175937703 212187.65141211054),GROCERY SUPERMARKET
1187,10017,POINT (991074.3781846756 212333.411159804),GROCERY SUPERMARKET
1188,10017,POINT (990309.0472862358 214115.92254409933),CONVENIENCE STORE
1189,10017,POINT (991502.0756156545 212639.55640287604),CONVENIENCE STORE
1190,10017,POINT (990471.7160043246 213400.71980487235),CONVENIENCE STORE
1191,10017,POINT (992131.4848282838 212938.50582300537),GROCERY SUPERMARKET
1192,10017,POINT (990064.0099790979 214081.92102960174),GROCERY SUPERMARKET
1193,10017,POINT (991743.5310482987 212198.78339610161),GROCERY SUPERMARKET
1194,10017,POINT (992143.6546945637 213007.7391084322),RESTAURANT/ATUPA
1195,10017,POINT (990287.9390828016 214850.72421843937),GROCERY SUPERMARKET
1196,10017,POINT (989547.3733833422 213790.36341644076),STAND
1197,10017,POINT (990721.5620623984 212661.20077125527),DELICATESSEN
1198,10017,POINT (991785.5312065313 213510.40280830642),CONVENIENCE STORE
1199,10017,POINT (991743.5310482987 212198.78339610161),GROCERY SUPERMARKET
1200,10017,POINT (991336.8775393635 213776.22301195326),GROCERY SUPERMARKET
1201,10017,POINT (992565.0369603809 212286.4964889182),GROCERY SUPERMARKET
1202,10017,POINT (989657.9420050186 213662.84596016372),OTHER
1203,10017,POINT (991636.7424882624 213506.70754965674),CONVENIENCE STORE
1204,10017,POINT (992223.2281635402 212836.5234772382),GROCERY SUPERMARKET
1205,10017,POINT (991402.7447717965 213120.43897996805),TOBACCO RETAIL
1206,10017,POINT (992270.7809036049 213146.22488109441),GROCERY SUPERMARKET
1207,10017,POINT (991844.2147572007 213736.3104611712),STAND
1208,10017,POINT (992371.8333122982 213332.06688646396),TOBACCO RETAIL
1209,10017,POINT (989993.4923249263 213553.6430091677),GROCERY SUPERMARKET
1210,10017,POINT (992399.2672096799 213379.44038172305),CONVENIENCE STORE
1211,10017,POINT (990591.2092977222 214162.21530205177),STAND
1212,10017,POINT (991034.562857021 213943.729166418),STAND
1213,10017,POINT (991673.9497964581 213422.90533449085),GROCERY SUPERMARKET
1214,10017,POINT (991355.4420253504 213743.4458099251),OTHER
1215,10017,POINT (989993.4923249263 213553.6430091677),STAND
1216,10017,POINT (989735.795174228 213619.14828296637),GROCERY SUPERMARKET
1217,10017,POINT (990397.3105252049 213618.28669302474),CONVENIENCE STORE
1218,10017,POINT (990469.5075426246 213320.68890247095),STAND
1219,10017,POINT (992852.2753619418 214037.63897665666),STAND
1220,10017,POINT (991337.461188555 212810.7647031429),STAND
1221,10017,POINT (991620.8071433876 214408.4805033234),GROCERY SUPERMARKET
1222,10017,POINT (991205.0998944715 212439.07946935057),GROCERY SUPERMARKET
1223,10017,POINT (990216.5564033769 213429.81944671556),OTHER
1224,10017,POINT (989993.4923249263 213553.6430091677),GROCERY SUPERMARKET
1225,10017,POINT (992061.8641544094 214009.61829718392),CONVENIENCE STORE
1226,10017,POINT (991482.4882268164 213295.35378906495),GROCERY SUPERMARKET
1227,10017,POINT (991844.2147572007 213736.3104611712),STAND
1228,10017,POINT (990808.8589583428 215059.97939100335),DELICATESSEN
1229,10017,POINT (990139.7900509528 214635.73051639757),STAND
1230,10017,POINT (991024.2876538575 214246.47126460387),GROCERY SUPERMARKET
1231,10017,POINT (991519.0535672872 213255.28341946664),CONVENIENCE STORE
1232,10017,POINT (989547.3733833422 213790.36341644076),STATIONERY STORE
1233,10017,POINT (989547.3733833422 213790.36341644076),STAND
1234,10017,POINT (990216.8306696843 213353.29113957493),GROCERY SUPERMARKET
1235,10017,POINT (990471.7160043246 213400.71980487235),STAND
1236,10017,POINT (991101.7249691881 213524.76686361094),CONVENIENCE STORE
1237,10017,POINT (991257.1532318285 214501.21745599018),GROCERY SUPERMARKET
1238,10017,POINT (990315.3123075593 212919.76811271842),STAND
1239,11217,POINT (990301.0202778303 186848.27522936865),GROCERY SUPERMARKET
1240,11217,POINT (990320.0650775523 190553.49653120138),GROCERY SUPERMARKET
1241,11217,POINT (990222.9928574223 190557.12159163028),GROCERY SUPERMARKET
1242,11217,POINT (990337.5229578936 190549.86671517344),GROCERY SUPERMARKET
