,ZIPCODE,geometry,VENDOR TYPE
2929,10457,POINT (1014976.878575599 247674.18111167802),CONVENIENCE STORE
2930,10457,POINT (1010492.6467367484 246605.0425829084),GROCERY SUPERMARKET
2931,10457,POINT (1014578.8023152443 248518.93867912292),GROCERY SUPERMARKET
2932,10457,POINT (1012306.0013786233 249733.09840636887),GROCERY SUPERMARKET
2933,10457,POINT (1012072.7207742475 250505.2243875119),GROCERY SUPERMARKET
2934,10457,POINT (1014684.6788833095 247047.14813038567),DELICATESSEN
2935,10457,POINT (1014434.360425707 247210.79591180192),GROCERY SUPERMARKET
2936,10457,POINT (1012178.4561664981 250465.26404574624),GROCERY SUPERMARKET
2937,10457,POINT (1010515.2111193159 246969.4059507508),GROCERY SUPERMARKET
2938,10457,POINT (1009033.1933819862 245466.7745417325),GROCERY SUPERMARKET
2939,10457,POINT (1013661.6861760964 246218.84289420902),OTHER
2940,10457,POINT (1013731.5091308643 250685.7137601575),GROCERY SUPERMARKET
2941,10457,POINT (1011354.4609452189 247145.20853056814),GROCERY SUPERMARKET
2942,10457,POINT (1010325.2437049518 248401.04218147893),DELICATESSEN
2943,10457,POINT (1012051.4501150589 245174.94027146453),GROCERY SUPERMARKET
2944,10457,POINT (1013170.9927591071 251195.10761955768),GROCERY SUPERMARKET
2945,10457,POINT (1009374.1105507264 247044.71041865967),GROCERY SUPERMARKET
2946,10457,POINT (1013407.5410334952 247730.54035091444),GROCERY SUPERMARKET
2947,10457,POINT (1014884.2181579367 249630.5571973246),GROCERY SUPERMARKET
2948,10457,POINT (1011193.8571667069 246755.19084414467),CONVENIENCE STORE
2949,10457,POINT (1013787.2886424301 248277.5011493775),BAR/LOUNGE
2950,10457,POINT (1011175.2889668583 249524.1388652736),RESTAURANT/ATUPA
2951,10457,POINT (1009826.9828270602 247617.1844370445),GROCERY SUPERMARKET
2952,10457,POINT (1013724.4353314033 250820.50204864753),GROCERY SUPERMARKET
2953,10457,POINT (1013479.8744344258 249228.05082480802),CONVENIENCE STORE
2954,10457,POINT (1013144.7827190089 251144.07695807674),GROCERY SUPERMARKET
2955,10457,POINT (1015816.5706971175 249176.33331035642),CONVENIENCE STORE
2956,10457,POINT (1012072.7207742475 250505.2243875119),GROCERY SUPERMARKET
2957,10457,POINT (1014676.7317260033 247207.44977063022),GROCERY SUPERMARKET
2958,10457,POINT (1013645.3081714401 249224.60171420444),GROCERY SUPERMARKET
2959,10457,POINT (1013450.6059894055 250328.31751100632),DELICATESSEN
2960,10457,POINT (1008385.6459235002 245247.51162035903),CONVENIENCE STORE
2961,10457,POINT (1015086.37518247 249466.8678726419),GROCERY SUPERMARKET
2962,10457,POINT (1011082.890522506 249516.7528936714),CONVENIENCE STORE
2963,10457,POINT (1011821.1910439847 250577.8016876635),GROCERY SUPERMARKET
2964,10457,POINT (1009521.3150507724 247033.9307763794),GROCERY SUPERMARKET
2965,10457,POINT (1011572.6588855315 244536.79969814493),GROCERY SUPERMARKET
2966,10457,POINT (1009693.4501539391 247773.72159940016),GROCERY SUPERMARKET
2967,10457,POINT (1010867.0279625488 248587.44251755785),GROCERY SUPERMARKET
2968,10457,POINT (1010514.6901361129 248969.61355605532),OTHER
2969,10457,POINT (1010932.3426239446 248070.1622462922),GROCERY SUPERMARKET
2970,10457,POINT (1011238.1401595484 249473.20942989326),GROCERY SUPERMARKET
2971,10457,POINT (1011858.6946247182 248737.93097196287),GROCERY SUPERMARKET
2972,10457,POINT (1013199.2526102982 249530.12134790883),GROCERY SUPERMARKET
2973,10457,POINT (1011784.9187338926 250522.52308441396),BAR/LOUNGE
2974,10457,POINT (1011371.5941532723 250120.9720544929),GROCERY SUPERMARKET
2975,10457,POINT (1009855.2879023873 247012.41557578358),CONVENIENCE STORE
2976,10457,POINT (1014309.83117655 248795.51118017168),CONVENIENCE STORE
2977,10457,POINT (1010469.6278787295 248696.32205146155),GROCERY SUPERMARKET
2978,10457,POINT (1012358.4958076857 250516.48688841556),OTHER
2979,10457,POINT (1009855.2879023873 247012.41557578358),GROCERY SUPERMARKET
2980,10457,POINT (1014142.5024301664 247399.8793668467),GROCERY SUPERMARKET
2981,10457,POINT (1015045.6484696642 248213.4862526474),GROCERY SUPERMARKET
2982,10457,POINT (1010010.5714760772 246688.3230978115),GROCERY SUPERMARKET
2983,10457,POINT (1013792.0698274118 249130.06496968612),GROCERY SUPERMARKET
2984,10457,POINT (1011964.1523842219 249900.30033941192),GROCERY SUPERMARKET
2985,10457,POINT (1010524.1855040472 245322.61536607193),GROCERY SUPERMARKET
2986,10457,POINT (1014119.4448379034 247705.89233055024),GROCERY SUPERMARKET
2987,10457,POINT (1010259.9677972393 246582.92639513416),GROCERY SUPERMARKET
2988,10457,POINT (1011238.1401595484 249473.20942989326),BAR/LOUNGE
2989,10457,POINT (1012178.4561664981 250465.26404574624),CONVENIENCE STORE
2990,10457,POINT (1014017.4900783679 247581.90288626513),CONVENIENCE STORE
2991,10457,POINT (1014080.0953456769 250678.85686593072),GROCERY SUPERMARKET
2992,10457,POINT (1010971.0960444704 248551.12468153975),GROCERY SUPERMARKET
2993,10457,POINT (1010081.7444015533 247668.46923972009),GROCERY SUPERMARKET
2994,10457,POINT (1011679.8550620915 247859.68579331573),CONVENIENCE STORE
2995,10457,POINT (1012937.3619940183 248294.69635437665),GROCERY SUPERMARKET
2996,10457,POINT (1010840.6570492169 246900.5304372751),CONVENIENCE STORE
2997,10457,POINT (1015058.9206434207 250002.1105846366),GROCERY SUPERMARKET
2998,10457,POINT (1013998.9646829522 250733.405730844),GROCERY SUPERMARKET
2999,10457,POINT (1014007.2749395961 250726.13244179124),GROCERY SUPERMARKET
3000,10468,POINT (1010472.451239149 252215.82560999732),CONVENIENCE STORE
3001,10468,POINT (1010450.5980769426 252226.73504884215),OTHER
3002,10468,POINT (1011729.3251436271 251801.87946928787),OTHER
3003,10468,POINT (1010500.9585112238 252204.92376307817),CONVENIENCE STORE
3004,10468,POINT (1011190.762369721 252041.73499514445),TOBACCO RETAIL
3005,10468,POINT (1010716.7893786308 252097.37438584684),CONVENIENCE STORE
3006,10468,POINT (1010309.4371126186 252295.81338825377),GROCERY SUPERMARKET
3007,10468,POINT (1011106.6484130211 253542.71712242413),GROCERY SUPERMARKET
3008,10468,POINT (1015426.7308213218 258229.65462354783),GROCERY SUPERMARKET
3009,10468,POINT (1010921.9305945808 252999.6447347424),GROCERY SUPERMARKET
3010,10468,POINT (1009734.6461598108 253584.9511644889),GROCERY SUPERMARKET
3011,10468,POINT (1011273.6945898805 252836.08854402983),GROCERY SUPERMARKET
3012,10468,POINT (1011712.4468121423 255707.57263608754),BAR/LOUNGE
3013,10468,POINT (1013008.2385005553 255242.72129302166),GROCERY SUPERMARKET
3014,10468,POINT (1011752.609611142 253962.43092952005),GROCERY SUPERMARKET
3015,10468,POINT (1010035.6143811141 253577.98645262804),GROCERY SUPERMARKET
3016,10468,POINT (1012087.301356072 252264.99248192934),GROCERY SUPERMARKET
3017,10468,POINT (1011107.2984124395 255947.35499325924),GROCERY SUPERMARKET
3018,10468,POINT (1014269.4956968651 256326.34019080663),GROCERY SUPERMARKET
3019,10468,POINT (1014885.7760092955 257365.4852161678),GROCERY SUPERMARKET
3020,10468,POINT (1010737.5243117347 253669.82471541874),GROCERY SUPERMARKET
3021,10468,POINT (1012976.8804384144 254115.65124008956),GROCERY SUPERMARKET
3022,10468,POINT (1014811.5740297572 256997.40106981265),GROCERY SUPERMARKET
3023,10468,POINT (1010751.6395270805 253673.4893699326),BAR/LOUNGE
3024,10468,POINT (1011711.4149112807 255656.55666141218),GROCERY SUPERMARKET
3025,10468,POINT (1013308.3352177463 254998.96944985376),DELICATESSEN
3026,10468,POINT (1014745.4297066134 257463.6729617344),GROCERY SUPERMARKET
3027,10468,POINT (1011395.9805596485 255769.14821928568),GROCERY SUPERMARKET
3028,10468,POINT (1009682.3981237964 253648.67964060407),STAND
3029,10468,POINT (1015778.8038273482 259272.1188049094),GROCERY SUPERMARKET
3030,10468,POINT (1012416.3034283401 253128.86497336178),DELICATESSEN
3031,10468,POINT (1011771.5882040315 255521.82774261571),DELICATESSEN
3032,10468,POINT (1009451.2266985892 253482.64089816358),GROCERY SUPERMARKET
3033,10468,POINT (1013140.8113154733 255854.9637718496),GROCERY SUPERMARKET
3034,10468,POINT (1013579.687054432 255676.97787696097),GROCERY SUPERMARKET
3035,10468,POINT (1015409.0930539629 258389.94442667658),GROCERY SUPERMARKET
3036,10468,POINT (1011394.6824229873 254705.28174814692),GROCERY SUPERMARKET
3037,10468,POINT (1012011.4119859366 252104.5934311014),GROCERY SUPERMARKET
3038,10468,POINT (1010920.524429392 254529.86869707663),GROCERY SUPERMARKET
3039,10468,POINT (1012318.3292803724 253183.3999420946),GROCERY SUPERMARKET
3040,10468,POINT (1013861.9634954957 256679.24660427295),GROCERY SUPERMARKET
3041,10468,POINT (1008710.2447730371 253179.48895755305),GROCERY SUPERMARKET
3042,10468,POINT (1008503.868526819 253208.43043583445),GROCERY SUPERMARKET
3043,10468,POINT (1012395.8370939756 253602.4786301162),GROCERY SUPERMARKET
3044,10468,POINT (1013168.565697384 255093.53299541053),DELICATESSEN
3045,10468,POINT (1012458.8490393757 255318.58995215243),GROCERY SUPERMARKET
3046,10468,POINT (1012938.1300059268 255107.8256966282),GROCERY SUPERMARKET
3047,10468,POINT (1011605.8962605629 255525.28931472532),GROCERY SUPERMARKET
3048,10468,POINT (1012127.6672872325 255409.28781656144),BAR/LOUNGE
3049,10468,POINT (1010773.9900685939 254223.66585313715),GROCERY SUPERMARKET
3050,10468,POINT (1011317.412689419 253550.23515470652),CONVENIENCE STORE
3051,10468,POINT (1010930.10638148 252354.7717546198),GROCERY SUPERMARKET
3052,10468,POINT (1011219.4004979116 252642.93281599856),GROCERY SUPERMARKET
3053,10468,POINT (1011459.4531571812 253685.2066146188),GROCERY SUPERMARKET
3054,10468,POINT (1010892.6126972189 253495.11566247913),GROCERY SUPERMARKET
3055,10468,POINT (1014213.9580484208 256508.4343118618),CONVENIENCE STORE
3056,10468,POINT (1010664.7151580792 253720.7599837862),GROCERY SUPERMARKET
3057,10462,POINT (1024011.8136880659 248222.8885999912),DELICATESSEN
3058,10462,POINT (1021019.1547412503 247110.57896528926),GROCERY SUPERMARKET
3059,10462,POINT (1021185.9730782857 250575.69914030246),GROCERY SUPERMARKET
3060,10462,POINT (1022306.9134315368 247575.28579275747),CONVENIENCE STORE
3061,10462,POINT (1020919.246992064 251325.8242480677),GROCERY SUPERMARKET
3062,10462,POINT (1021664.6550977816 249796.73968512617),GROCERY SUPERMARKET
3063,10462,POINT (1026105.0677195922 243417.1562020691),GAS STATION
3064,10462,POINT (1021875.1867602249 250675.1239846339),GROCERY SUPERMARKET
3065,10462,POINT (1020536.1360785691 251321.61325190286),GROCERY SUPERMARKET
3066,10462,POINT (1023442.5260817067 245095.9526549896),GROCERY SUPERMARKET
3067,10462,POINT (1021766.9767834011 247315.75256375634),GROCERY SUPERMARKET
3068,10462,POINT (1023699.8371732532 248167.7301925344),GROCERY SUPERMARKET
3069,10462,POINT (1022941.300072163 243951.11644969904),CONVENIENCE STORE
3070,10462,POINT (1020791.923984301 250651.61613301616),DELICATESSEN
3071,10462,POINT (1021303.1163594091 247406.13514816295),CONVENIENCE STORE
3072,10462,POINT (1021108.7535021479 250644.57929860207),DELICATESSEN
3073,10462,POINT (1023718.5731864619 244138.1807060108),DELICATESSEN
3074,10462,POINT (1022653.8407724822 242995.17326391928),OTHER
3075,10462,POINT (1022812.1093779067 243061.93723830066),CONVENIENCE STORE
3076,10462,POINT (1021174.1382394227 247263.8427877334),GROCERY SUPERMARKET
3077,10462,POINT (1026355.8761954326 242091.39887419788),DELICATESSEN
3078,10462,POINT (1021865.1361816413 250562.16192093483),GROCERY SUPERMARKET
3079,10462,POINT (1025337.8676731463 242840.19435396013),GROCERY SUPERMARKET
3080,10462,POINT (1022415.2829375879 245174.461519647),GROCERY SUPERMARKET
3081,10462,POINT (1022894.0748074333 244394.06365090585),GROCERY SUPERMARKET
3082,10462,POINT (1020699.1455338561 249791.63397219972),CONVENIENCE STORE
3083,10462,POINT (1023394.1639857158 245055.79260904877),CONVENIENCE STORE
3084,10462,POINT (1021062.3638652948 249260.2480483465),GROCERY SUPERMARKET
3085,10462,POINT (1020900.7916619352 247077.6165429267),CONVENIENCE STORE
3086,10462,POINT (1021687.0313585383 248911.4324281015),GROCERY SUPERMARKET
3087,10462,POINT (1026199.410027965 244550.41712647257),GROCERY SUPERMARKET
3088,10462,POINT (1026669.791975034 244088.51735194065),GROCERY SUPERMARKET
3089,10462,POINT (1021449.0646119941 250572.45236044747),DELICATESSEN
3090,10462,POINT (1021515.3129083901 247238.86531433885),CONVENIENCE STORE
3091,10462,POINT (1024258.264085751 245574.5705569096),CONVENIENCE STORE
3092,10462,POINT (1020920.8144508242 247194.22736899287),CONVENIENCE STORE
3093,10462,POINT (1025447.6751895146 242224.65012899358),GROCERY SUPERMARKET
3094,10462,POINT (1025412.1812298723 242432.2661482008),BAR/LOUNGE
3095,10462,POINT (1022223.6307373137 243345.1834100583),GROCERY SUPERMARKET
3096,10462,POINT (1021872.7734710465 250631.40469131226),GROCERY SUPERMARKET
3097,10462,POINT (1025454.6912813477 242818.5269394891),GROCERY SUPERMARKET
3098,10462,POINT (1024712.0298031919 243097.81722913877),GROCERY SUPERMARKET
3099,10462,POINT (1023490.3086179028 248043.52593034174),GROCERY SUPERMARKET
3100,10462,POINT (1025298.5513099865 243018.65529536668),GROCERY SUPERMARKET
3101,10462,POINT (1023651.1511104614 243052.35385633842),CONVENIENCE STORE
3102,10462,POINT (1020762.1068375141 248957.38671627856),GROCERY SUPERMARKET
3103,10462,POINT (1026669.791975034 244088.51735194065),GROCERY SUPERMARKET
3104,10462,POINT (1024227.2912031305 245567.22103419053),GROCERY SUPERMARKET
3105,10462,POINT (1025222.7594144737 243164.2562405926),CONVENIENCE STORE
3106,10462,POINT (1022169.2857608543 243760.45147639036),GROCERY SUPERMARKET
3107,10462,POINT (1022577.6176972842 244347.6757768083),GROCERY SUPERMARKET
3108,10462,POINT (1023726.6380105781 248185.99002182606),OTHER
3109,10462,POINT (1022034.8875497804 244544.24512789914),GROCERY SUPERMARKET
3110,10462,POINT (1020917.7107489664 251252.95707482708),CONVENIENCE STORE
3111,10462,POINT (1023877.0897842392 244160.30506028677),GROCERY SUPERMARKET
3112,10462,POINT (1020660.994856757 248483.59763400993),GROCERY SUPERMARKET
3113,10462,POINT (1021963.8896371105 247397.8357022858),CONVENIENCE STORE
3114,10462,POINT (1024258.264085751 245574.5705569096),GROCERY SUPERMARKET
3115,10462,POINT (1027292.5980572462 242257.00458911038),GROCERY SUPERMARKET
3116,10460,POINT (1017630.5902403776 251228.55793467225),OTHER
3117,10460,POINT (1015236.0524586 243612.15097973388),GROCERY SUPERMARKET
3118,10460,POINT (1015817.3847816865 246414.64901747688),GROCERY SUPERMARKET
3119,10460,POINT (1019813.6409685332 246179.72364858433),GROCERY SUPERMARKET
3120,10460,POINT (1014416.2566428361 242638.33162237742),GROCERY SUPERMARKET
3121,10460,POINT (1015867.000801365 246567.74215686574),CONVENIENCE STORE
3122,10460,POINT (1016439.0217992632 247315.38939780227),GROCERY SUPERMARKET
3123,10460,POINT (1015333.9861503451 244293.58846017483),OTHER
3124,10460,POINT (1016224.9337593558 243915.82656752126),GROCERY SUPERMARKET
3125,10460,POINT (1017011.1009525401 246347.0180810124),GROCERY SUPERMARKET
3126,10460,POINT (1016417.1931222678 248543.17483113144),GROCERY SUPERMARKET
3127,10460,POINT (1015168.4488035569 244333.44293532323),CONVENIENCE STORE
3128,10460,POINT (1020723.8426059976 246246.65785167099),GROCERY SUPERMARKET
3129,10460,POINT (1014963.572591642 243112.65404403632),GROCERY SUPERMARKET
3130,10460,POINT (1017265.806548536 245409.1512443523),DISCOUNT STORE
3131,10460,POINT (1021610.2083861381 244546.54306866563),DELICATESSEN
3132,10460,POINT (1016848.5841476363 247046.32777996955),DELICATESSEN
3133,10460,POINT (1017082.714653776 246999.27879188478),BAR/LOUNGE
3134,10460,POINT (1015781.1480544411 245995.61444147976),GROCERY SUPERMARKET
3135,10460,POINT (1020979.8731219618 244184.89056076066),BAR/LOUNGE
3136,10460,POINT (1015461.9997137556 244359.3187738557),GROCERY SUPERMARKET
3137,10460,POINT (1015617.744652766 246545.55254450982),DELICATESSEN
3138,10460,POINT (1017294.8806172526 246835.6063052618),GROCERY SUPERMARKET
3139,10460,POINT (1020903.6540343688 245368.8723084526),GROCERY SUPERMARKET
3140,10460,POINT (1015333.9861503451 244293.58846017483),GROCERY SUPERMARKET
3141,10460,POINT (1021153.5690573369 244414.68125338035),GROCERY SUPERMARKET
3142,10460,POINT (1019812.4372350185 245308.94864004364),GROCERY SUPERMARKET
3143,10460,POINT (1014840.2509501465 243917.6891098927),DELICATESSEN
3144,10460,POINT (1020193.6842315582 244037.98243071363),GROCERY SUPERMARKET
3145,10460,POINT (1021689.8896388458 244553.96479200243),GROCERY SUPERMARKET
3146,10460,POINT (1016474.8095521299 249526.95684568258),GROCERY SUPERMARKET
3147,10460,POINT (1015304.667666033 244493.92849355322),CONVENIENCE STORE
3148,10460,POINT (1015236.0524586 243612.15097973388),GROCERY SUPERMARKET
3149,10460,POINT (1016721.4782696795 247129.95489089307),GROCERY SUPERMARKET
3150,10460,POINT (1020065.1863705252 244103.37371355493),GROCERY SUPERMARKET
3151,10460,POINT (1016541.8122001461 245544.83784926255),GROCERY SUPERMARKET
3152,10460,POINT (1017011.4565769333 245483.52886659998),GROCERY SUPERMARKET
3153,10460,POINT (1019284.5025021209 245870.72863989457),GROCERY SUPERMARKET
3154,10460,POINT (1015583.1286542435 244206.46241271915),GROCERY SUPERMARKET
3155,10460,POINT (1016447.3300299612 243766.74260869232),CONVENIENCE STORE
3156,10460,POINT (1020766.5459996994 246195.70755534866),CONVENIENCE STORE
3157,10460,POINT (1019225.8315206792 245497.55579607753),CONVENIENCE STORE
3158,10460,POINT (1018094.4534609161 245084.24542484336),GAS STATION
3159,10460,POINT (1015189.3335932274 245324.47217130248),CONVENIENCE STORE
3160,10460,POINT (1021159.5578486163 244487.57028724905),BAR/LOUNGE
3161,10460,POINT (1015114.2036413797 243692.1435539203),CONVENIENCE STORE
3162,10460,POINT (1015994.8314076555 243398.17303904463),GROCERY SUPERMARKET
3163,10460,POINT (1020194.3641927228 245815.946306716),GROCERY SUPERMARKET
3164,10460,POINT (1015189.3335932274 245324.47217130248),GROCERY SUPERMARKET
3165,10460,POINT (1018760.0852091282 245347.5093442811),GROCERY SUPERMARKET
3166,10460,POINT (1015269.1394706467 242424.44832195653),GROCERY SUPERMARKET
3167,10460,POINT (1021674.2250491858 244484.70988721278),CONVENIENCE STORE
3168,10460,POINT (1017877.2827701486 246850.98926881672),GROCERY SUPERMARKET
3169,10460,POINT (1016690.5955209176 248077.18599539076),GROCERY SUPERMARKET
3170,10460,POINT (1016065.7913737801 246254.66225741975),CONVENIENCE STORE
3171,10460,POINT (1015405.2024061768 242912.8401482171),GROCERY SUPERMARKET
3172,10460,POINT (1020889.9904195578 245398.68472103486),CONVENIENCE STORE
3173,10460,POINT (1021946.351061873 244590.7945965198),CONVENIENCE STORE
3174,10460,POINT (1021146.6517259317 246597.0546207525),GROCERY SUPERMARKET
3175,10460,POINT (1021805.2430829572 245832.9557368726),CONVENIENCE STORE
3176,10459,POINT (1013859.4245902133 237915.83483513372),GROCERY SUPERMARKET
3177,10459,POINT (1014640.8858913309 238434.8091542665),GROCERY SUPERMARKET
3178,10459,POINT (1013589.0941486349 238305.34326246308),DELICATESSEN
3179,10459,POINT (1014338.4609413272 238207.89773547777),CONVENIENCE STORE
3180,10459,POINT (1014697.9102249512 241793.42709133725),GROCERY SUPERMARKET
3181,10459,POINT (1012801.3450097723 241863.98364484363),GROCERY SUPERMARKET
3182,10459,POINT (1012994.8045771939 242778.6995207648),GROCERY SUPERMARKET
3183,10459,POINT (1014807.6763227752 240558.45600939097),GROCERY SUPERMARKET
3184,10459,POINT (1012846.4813802018 239014.91508498578),GROCERY SUPERMARKET
3185,10459,POINT (1012844.3447974232 238249.80519462295),GROCERY SUPERMARKET
3186,10459,POINT (1014697.9102249512 241793.42709133725),GROCERY SUPERMARKET
3187,10459,POINT (1011953.8945744209 239254.33755159326),GROCERY SUPERMARKET
3188,10459,POINT (1014743.802304311 240070.1587913385),GROCERY SUPERMARKET
3189,10459,POINT (1011813.1471095191 238924.8157892531),DELICATESSEN
3190,10459,POINT (1014611.2827653701 240470.7625825135),GROCERY SUPERMARKET
3191,10459,POINT (1014349.943808148 242113.59968991223),GROCERY SUPERMARKET
3192,10459,POINT (1012994.8045771939 242778.6995207648),GROCERY SUPERMARKET
3193,10459,POINT (1012375.679322889 240941.71574280318),GROCERY SUPERMARKET
3194,10459,POINT (1013484.0832547545 237255.9349654437),GROCERY SUPERMARKET
3195,10459,POINT (1012185.0025296934 239491.42736598602),GROCERY SUPERMARKET
3196,10459,POINT (1012902.7302609747 238020.3480119462),GROCERY SUPERMARKET
3197,10459,POINT (1014608.3852628064 239264.81493422974),BAR/LOUNGE
3198,10459,POINT (1011814.2426414537 239170.38096043462),CONVENIENCE STORE
3199,10459,POINT (1013046.9779877339 238375.77789649987),GROCERY SUPERMARKET
3200,10459,POINT (1012614.3935662882 239378.98012381667),GROCERY SUPERMARKET
3201,10459,POINT (1012073.8717285587 239622.46185201037),GROCERY SUPERMARKET
3202,10459,POINT (1014219.5686176104 240568.6544971222),DELICATESSEN
3203,10459,POINT (1015326.4368398491 240249.4258606814),OTHER
3204,10459,POINT (1014983.5598390746 240227.1387557236),GROCERY SUPERMARKET
3205,10459,POINT (1014275.0969488459 239748.96691993662),GROCERY SUPERMARKET
3206,10459,POINT (1012525.9437811365 241422.80907675013),GROCERY SUPERMARKET
3207,10459,POINT (1011676.8958810464 238729.3892889835),BAR/LOUNGE
3208,10459,POINT (1014352.5415407816 238452.0232011394),GROCERY SUPERMARKET
3209,10459,POINT (1011482.4655674037 238109.7916159495),GROCERY SUPERMARKET
3210,10459,POINT (1015424.2547711652 241444.57906748247),GROCERY SUPERMARKET
3211,10459,POINT (1013358.4871593739 242502.22669074434),GROCERY SUPERMARKET
3212,10459,POINT (1013209.9365492266 237343.0525073254),GROCERY SUPERMARKET
3213,10459,POINT (1015417.735329217 241553.8674186578),CONVENIENCE STORE
3214,10459,POINT (1013178.2768507847 241846.21439826844),GROCERY SUPERMARKET
3215,10459,POINT (1013017.6206878584 238431.29378970238),GROCERY SUPERMARKET
3216,10459,POINT (1014296.0610900396 239136.89747281646),GROCERY SUPERMARKET
3217,10459,POINT (1013466.4756851498 239449.22251614553),DELICATESSEN
3218,10459,POINT (1011491.8116959009 238020.0711659252),BAR/LOUNGE
3219,10459,POINT (1014494.4316698825 239862.1857578204),GROCERY SUPERMARKET
3220,10459,POINT (1013785.646201945 240546.25664321225),GROCERY SUPERMARKET
3221,10459,POINT (1013398.8668912591 239514.72209530877),GROCERY SUPERMARKET
3222,10459,POINT (1012842.4888255708 238643.28930299383),GROCERY SUPERMARKET
3223,10459,POINT (1014274.8240874325 238845.41355681923),CONVENIENCE STORE
3224,10459,POINT (1013491.7877519658 239350.873761997),GROCERY SUPERMARKET
3225,10474,POINT (1015980.0279532581 238847.58527927383),GROCERY SUPERMARKET
3226,10474,POINT (1015124.1087002858 238081.37243820165),GROCERY SUPERMARKET
3227,10474,POINT (1015520.5589229169 235010.52087077498),GROCERY SUPERMARKET
3228,10474,POINT (1015167.7258251621 236879.11916257007),GROCERY SUPERMARKET
3229,10474,POINT (1015561.4614468504 236773.9618162378),GROCERY SUPERMARKET
3230,10474,POINT (1015706.2122218483 236147.4880116745),TOBACCO RETAIL
3231,10474,POINT (1015274.5382103655 238205.42792927282),DELICATESSEN
3232,10474,POINT (1015788.8023395354 237757.95689206716),GROCERY SUPERMARKET
3233,10474,POINT (1015587.797505773 237597.40063319463),GROCERY SUPERMARKET
3234,10474,POINT (1015618.2143345679 236125.50874155504),DELICATESSEN
3235,10474,POINT (1015553.9204442884 236828.60069410328),GROCERY SUPERMARKET
3236,10474,POINT (1015363.6121176884 236081.46510478028),DELICATESSEN
3237,10474,POINT (1014947.2786067066 237625.71464720735),GROCERY SUPERMARKET
3238,10474,POINT (1018459.1972728268 232300.18584839292),RESTAURANT/ATUPA
3239,10474,POINT (1019773.148794723 233212.90902957405),GROCERY SUPERMARKET
3240,10474,POINT (1013134.6389655947 235269.88543316853),GROCERY SUPERMARKET
3241,10474,POINT (1015735.720229684 236865.26825998793),GROCERY SUPERMARKET
3242,10474,POINT (1015337.563815195 235243.46059052736),GROCERY SUPERMARKET
3243,10474,POINT (1014955.6313971529 235829.55348294484),GROCERY SUPERMARKET
3244,10474,POINT (1015421.2277843654 236689.98415850525),GROCERY SUPERMARKET
3245,10474,POINT (1015346.654826582 236784.61837314614),DELICATESSEN
3246,10467,POINT (1017769.994142101 256392.862795448),GROCERY SUPERMARKET
3247,10467,POINT (1020766.6978502943 254542.70780401898),DELICATESSEN
3248,10467,POINT (1021308.1293909578 258970.2693771006),GROCERY SUPERMARKET
3249,10467,POINT (1021278.8518604331 252433.9577904286),GROCERY SUPERMARKET
3250,10467,POINT (1018358.0056942995 259916.86356933665),GROCERY SUPERMARKET
3251,10467,POINT (1017538.9223192789 258108.58504644188),GROCERY SUPERMARKET
3252,10467,POINT (1019193.085187931 259564.62987404843),BAR/LOUNGE
3253,10467,POINT (1017179.7552710315 260895.29494124316),GROCERY SUPERMARKET
3254,10467,POINT (1020934.5940645281 251970.72948056378),GROCERY SUPERMARKET
3255,10467,POINT (1017698.2826394853 260462.4483127226),BAR/LOUNGE
3256,10467,POINT (1018959.271741461 259666.32357202406),GROCERY SUPERMARKET
3257,10467,POINT (1021890.9001170098 258723.40782785683),GROCERY SUPERMARKET
3258,10467,POINT (1018285.0254748936 260091.64063074268),GROCERY SUPERMARKET
3259,10467,POINT (1020895.6341857123 255056.6225404166),OTHER
3260,10467,POINT (1021383.2625682346 252521.56477047934),GROCERY SUPERMARKET
3261,10467,POINT (1019193.085187931 259564.62987404843),GROCERY SUPERMARKET
3262,10467,POINT (1020902.4984769936 255453.77210906916),BAR/LOUNGE
3263,10467,POINT (1018467.3443389517 259847.7865552739),GROCERY SUPERMARKET
3264,10467,POINT (1019837.0833588074 259398.87736807144),STAND
3265,10467,POINT (1022169.4644459502 261321.5981591831),GROCERY SUPERMARKET
3266,10467,POINT (1017597.7055625658 258396.49230029917),GROCERY SUPERMARKET
3267,10467,POINT (1020804.0899452745 258892.98919481726),GAS STATION
3268,10467,POINT (1017599.1685739488 260549.75881478778),OTHER
3269,10467,POINT (1022095.6594959704 256712.57520321262),GROCERY SUPERMARKET
3270,10467,POINT (1017610.566984849 258298.14512902245),GROCERY SUPERMARKET
3271,10467,POINT (1021926.1072132653 260454.08822466075),GROCERY SUPERMARKET
3272,10467,POINT (1017626.2771890948 258134.2203342073),GROCERY SUPERMARKET
3273,10467,POINT (1018981.1388357527 258689.91228231112),GROCERY SUPERMARKET
3274,10467,POINT (1021127.4830811351 259188.5894502348),GROCERY SUPERMARKET
3275,10467,POINT (1021182.1113899826 254554.27055710956),GROCERY SUPERMARKET
3276,10467,POINT (1020880.8869131617 252654.4877515845),CONVENIENCE STORE
3277,10467,POINT (1017950.1256356083 262302.72163130646),CONVENIENCE STORE
3278,10467,POINT (1020547.4761063766 254648.04191832244),DELICATESSEN
3279,10467,POINT (1016428.1776985708 260052.6702516025),GROCERY SUPERMARKET
3280,10467,POINT (1017698.2826394853 260462.4483127226),GROCERY SUPERMARKET
