ZIPCODE,NORMALIZED EDP CALLS,NORMALIZED_TREE_COUNT,LIQUOR_SHOPS_NORMALIZED,NORMALIZED_SMOKE,KW_POTENTIAL,NORMALIZED_RESTAURANT_COUNT,NORMALIZED_SIDEWALK_WIDTH,SIDEWALK CONDITION COMPLAINTS,STREET LIGHT CONDITION COMPLAINTS,NORMALIZED_HEIGHT,POPULATION
10466,0.3640460891169997,-0.26680368334293886,-0.49841641078162,-0.29506295607368904,0.43407839794854236,-0.21988212786125855,0.29099086274992414,-0.4901486328522522,-0.2877897100150314,-0.4252622480309024,137884.0
10467,0.5224147484129142,-0.643930873833986,-0.18717174177320017,0.22361177308831864,0.4347947354558611,-0.20923690399211925,0.35985217583951234,-0.7167617477903577,-0.14966349553380456,-0.3335682849923529,195864.0
10468,0.4582137287458421,-0.6881808727051479,-0.24488818845473748,-0.10602323031205789,0.0702960378615793,-0.21572082436129744,0.44222882367246935,-0.8793897690473247,-0.3714301738111015,-0.17632184751022412,145754.0
10469,0.2583625121742298,0.1095252292603139,-0.3631911166042136,-0.4118540247647829,0.6216623948170142,-0.21430917151089054,0.171581414492309,-0.46182261408892883,0.1551539193708009,-0.42924102812360976,130202.0
10470,0.5263380610220976,-0.004970889367608885,0.20626808440530456,0.569322321484834,-0.7316782408850905,-0.14353214999993044,-0.3224961249796748,-0.0720403112582169,-0.3286832858518837,-0.4095019034122268,29480.0
10471,0.5515233987758308,-0.17349895699376525,-0.4302613318309878,-0.6415388208826862,-0.5791465668507102,-0.16402697835725635,-1.2573445969271926,0.2281201628678323,-0.23444602228247263,-0.3447591935545081,46954.0
10472,0.1656350066125191,-0.5510844251772254,0.14895033221133624,0.25051093632544336,-0.01054678255573938,-0.20321974147586763,0.10483716696357785,-0.5213195000763228,0.13674882299770433,-0.39947884698936464,132712.0
10473,0.32642692165220016,-0.25189717868481626,-0.4095876559673013,-0.6534162201271347,0.35404145722695735,-0.25900666695415947,-0.08854678700069185,-0.686300851473594,0.09162961423623942,-0.41386616611277993,116568.0
10474,0.7479071902493482,1.5523990882703351,0.6158328876366017,0.7114475987649758,1.1009335143771972,-0.14841846954870272,-0.5062057865775005,-0.4312210475457758,0.895828076933676,-0.42181263020513016,24562.0
10475,0.03869112680310987,-0.629853893377822,-0.5660135059576876,-0.9704376909418608,-0.39835400058047243,-0.21032000565881726,-1.047415349586466,-0.8085581727006177,-0.13665698357329148,-0.22017139548375775,81862.0
11001,-0.28025130470382964,3.2537505748367304,-1.0726194164150982,0.16551646456963523,-1.2328803087462654,-0.2611758185585679,1.0842101565856868,-0.131025819599089,-0.08192331174895859,-0.517326990777853,7888.0
11004,-0.5395212925445818,3.293565850402752,-0.5123462118023833,-1.2783471461383014,-0.5786988559086359,-0.14685055833463312,0.4687249245321142,-0.2675702709957652,0.058089948386685415,-0.49991444573575655,23552.0
11005,0.5838589030168768,-0.6043040688168474,-0.8058371943619841,-1.168293615934555,-1.1729490332541388,-0.25812451323278723,-0.5303255994916413,-0.9702461858565351,-0.4941222813083747,-0.3145449574950308,7066.0
11040,0.11510349761016905,3.518936608958717,-1.0726194164150982,0.40643765775646656,-1.2328803087462654,0.08692824678124488,1.025674772386323,3.2569404555750925,-0.4941222813083747,-0.5057631490017833,4698.0
11096,-4.390582866456688,-0.8221008060412054,-1.0726194164150982,7.370104160132102,-1.2328803087462654,-0.28740503403520945,-7.5016626738320085,-0.9702461858565351,10.565145520770706,-0.08689602369905138,588.0
11101,1.2909712275806664,0.44302425371091186,1.2968351187699576,0.9236515116733272,3.1978600341188397,0.3351591660560889,0.38588485018492,0.7317228832298787,0.248947363458277,-0.22918407567772717,52508.0
11102,0.03772355294326729,-0.5558552732599717,-0.07298959920209729,0.05596466490313192,-0.4906857725574817,-0.15331016839897144,0.46711573506859144,-0.3851854747519358,-0.19478514286385157,-0.35551013823445404,67888.0
11103,-0.07579727880048116,-0.4166891069526473,0.13532308658184886,0.36651452539946033,-0.4902242858941128,0.04403798974458658,0.12387672089959383,1.4536921333759267,-0.07955139737480837,-0.40343085318296545,76468.0
11104,-0.3174457204140585,-0.4270077149149928,0.17821714671135133,0.06544499793919653,-0.758802636114144,-0.009021422978771135,0.22234054173130544,-0.36017430849988497,-0.2843683982944015,-0.3632215306874728,54254.0
11105,-0.3264219351703957,0.15170594558684075,-0.05106140238579997,0.09536385743655738,0.2966035872891521,-0.09679993376561254,-0.5330681423623448,-0.1630870466090131,0.08954138667380213,-0.45485451863041115,73812.0
11106,0.013704660009309241,-0.5625993379367635,0.24374348115647504,0.23724811251191724,-0.15012239071255498,-0.04794801412141174,1.1887636057473188,0.4850253698510341,-0.2944035144376747,-0.37387939097506545,77330.0
11109,-0.5581028758788399,-0.7858688189388157,-0.7301267134908944,7.370104160132102,-1.2189323909354899,-0.17463454711592014,0.43516911219002496,-0.9702461858565351,-0.3464376908416673,1.700412079457395,5504.0
11201,0.9630666255123793,-0.12147896425266153,0.011352664451869934,0.2796213753705689,0.07634357950990556,0.1416702946678955,-0.13758795307897262,0.7458213498017852,0.2108300979520998,0.036616243825352134,106082.0
11203,0.38350523615986143,-0.368911617538425,-0.2153254163445649,-0.4483640817221932,1.2598571230922686,-0.19596358099762545,0.08486202442816317,-0.5250265742776459,-0.33271749114280463,-0.47391630746085656,156120.0
11204,-0.7707181534056402,-0.42933130016640814,-0.3902731230139565,-0.564937607828221,1.4172654024649347,-0.19914098956425663,0.7574409745121251,-0.093074647463045,-0.21565319350482856,-0.4380220263305239,154708.0
11205,0.2440355695137236,-0.3903200366886438,0.18792059765585084,0.12179382955792567,-0.06243303681182357,-0.08616857194263733,1.0252322536861083,-0.0446840895850613,-0.05928120246453308,-0.18327831473197106,82250.0
11206,0.4879059453144753,-0.5898628054631544,-0.04634210380599327,0.18067458954316953,0.6247481563870033,-0.16919633192322875,0.97270754169879,-0.5346037342790101,0.07971558100048903,-0.20991930420446206,167150.0
11207,0.5950581952114145,-0.029124326086188652,0.28745283852415077,0.2410918017555863,1.6570731587612086,-0.21055648802845153,0.3915819976114161,-0.20960420806025692,-0.020601846900191078,-0.3930039893341764,187112.0
11208,0.4582359656594953,-0.09283429949276094,0.14536490944369404,-0.04876862208441307,1.6284058827471608,-0.22604401427738693,0.12515746824057444,-0.7423653839370843,-0.18416761525756303,-0.42417529033106877,188820.0
11209,-0.21642409608448343,-0.06446045319568243,-0.06550111763298137,0.035129413249837406,1.1769135051775246,-0.10143596062263925,-0.8435976985604113,-0.014390342596125007,-0.14787643119125168,-0.4213765529435094,138510.0
