CAMIS,DBA,ZIPCODE,Latitude,Longitude
50074365,YURA,10128.0,40.786407640277,-73.954770250973
50074370,LA ESQUINA DE NAGUA,10032.0,40.842039807496,-73.935342153235
50074371,EL BUEN GUSTO RESTAURANT,11220.0,40.645255055897,-74.013822982061
50074374,KANAHASHI,11222.0,40.732646009869,-73.95467337898
50074377,ZEST SUSHI,10002.0,40.717983736563,-73.989819816019
50074392,SAN MIGUEL PIZZA,11218.0,40.638751959234,-73.968656319266
50074398,SPY C CUISINE,11375.0,40.719190518328,-73.842305204731
50074402,MEGUMI,11234.0,40.609969984731,-73.922220342178
50074432,LEGENDARY BAR & GRILL,10465.0,40.830865521991,-73.826385450912
50074433,VISTAMAR RESTAURANT,10464.0,40.85373766697,-73.790307294375
50074437,MIKKELLER NYC,11368.0,40.754695559225,-73.845397132929
50074456,LAHI,11373.0,40.737957501201,-73.879316570799
50074464,POKE N' ROLL,10009.0,40.727435916683,-73.983071500861
50074465,SOUVLAKI GR KOUZINA,10022.0,40.757359008936,-73.968571416385
50074468,PRONTO RESTAURANT,11385.0,40.713420626631,-73.914397809487
50074470,ABAITA,10017.0,40.755633503809,-73.97225029671
50074479,KONNECTGOLF,10036.0,40.757059334603,-73.978284885382
50074488,LOTUS LOUNGE,10462.0,40.845559272591,-73.866231709167
50074493,PINKY'S SPACE,10003.0,40.723407299294,-73.988772742482
50074510,TACO BELL CANTINA,11221.0,40.689648312072,-73.922332575899
50074511,WATT LI KITCHEN AND BAR,11226.0,40.635596578837,-73.963192108752
50074520,EL POLLO INKA PERU,11416.0,40.682863900884,-73.850875262372
50074525,CARVEL,11385.0,40.712926124073,-73.906787333161
50074533,THE LEIF BAR,11220.0,40.634917225441,-74.020399779383
50074534,TAKUMI TACO,10022.0,40.756918006477,-73.972065672336
50074538,LA ABUNDANCIA,11377.0,40.749919048891,-73.899069486409
50074557,FISH VILLAGE,11356.0,40.781448797836,-73.84141334576
50074561,AVOCADO SUSHI II,10305.0,40.582801559243,-74.096479254883
50074586,MIKE JR'S RICHMOND DINER,10312.0,40.541809730486,-74.162833353356
50074594,MOKBAR,11217.0,40.681215334246,-73.975407299058
50074601,CHICK-FIL-A,10017.0,40.752695312304,-73.979069536543
50074602,TORTILLAS KING,11204.0,40.615590103793,-73.993736329
50074603,CHICK-FIL-A,10038.0,40.710570255513,-74.008465706667
50074604,HUANG MING HING,11204.0,40.608730762872,-73.973622544355
50074608,PRET A MANGER,10019.0,40.765205439446,-73.976567467472
50074620,CACHAPA CACHAPA 2,10472.0,40.831956166971,-73.866082095347
50074621,HANG HOT POT,11354.0,40.758501995257,-73.833241808988
50074627,INDAY 708,10017.0,40.752320832941,-73.973323644879
50074643,BURGER KING,10452.0,40.839843890681,-73.917946160291
50074674,CHINA THAI NY,11226.0,40.650968623192,-73.958851829274
50074689,Keki Modern Cakes,10016.0,40.746995448707,-73.985596429598
50074695,LA MERCERIE,10013.0,40.72018547558,-74.001948079959
50074699,SUBWAY,11205.0,40.693123618125,-73.969986548958
50074721,SEAMORE'S,11201.0,40.703258185238,-73.991502765749
50074726,BEETLE HOUSE,10003.0,40.727181280209,-73.98805051707
50074737,TOP HOPS,10022.0,40.756918006477,-73.972065672336
50074739,NARGILA,10028.0,40.774942613332,-73.947849453599
50074742,TAQUERIA GRAMERCY,10003.0,40.736183762131,-73.985082770975
50074743,BRISAS EXPRESS,10462.0,40.834980039846,-73.863047613868
50074749,OVENLY,11249.0,40.718905751424,-73.962384742899
50074753,THE STONEBRIDGE,11357.0,40.786890804375,-73.82210574278
50074754,AFGHAN CHAI KHANA,11105.0,40.774057078823,-73.913247249135
50074775,THE BARN YARD BBQ,10458.0,40.858642370413,-73.885589450644
50074779,EL MANABA,11385.0,40.700541396796,-73.90982334846
50074791,KURO-OBI,10022.0,40.756918006477,-73.972065672336
50074792,MABAT STEAKHOUSE,11223.0,40.606472450607,-73.965703989205
50074795,MANHATTANVILLE COFFEE,10030.0,40.821310945351,-73.944731035597
50074796,POPEYES,10452.0,40.839843890681,-73.917946160291
50074797,NUEVOS TACOS AL SUADERO,11368.0,40.749283854757,-73.868165382003
50074801,OUTRO,10003.0,40.732854993516,-73.991177843296
50074803,SAFIR BAKERY & CAFE,11229.0,40.610009679474,-73.955412453557
50074809,MOONSTRUCK EATERY,10022.0,40.760413151844,-73.965862662514
50074810,TURNTABLE CHICKEN & ROCK,10001.0,40.746226987352,-73.986181249702
50074812,THE BISTRO AT THE COURTYARD BY MARRIOTT,11365.0,40.739982484785,-73.790991470785
50074820,PALETERIA LOS MICHOACANOS,11368.0,40.74693990287,-73.863536064211
50074844,NEW CHINA MEE,11226.0,40.650822071482,-73.949312685569
50074855,JUST SALAD,10016.0,40.751463418295,-73.982040342735
50074863,CROWN FRIED CHICKEN,11421.0,40.691326717266,-73.867032745444
50074869,NEW KAMBOAT BAKERY & CAFE,10002.0,40.717857824738,-73.995108326267
50074873,DAVELLE,10002.0,40.718639363034,-73.98624471123
50074877,LA PASTORA BAKERY,10455.0,40.815998257156,-73.907975523954
50074889,JOE & THE JUICE,10022.0,40.756795007987,-73.974271156741
50074901,BUSHNIWA,11206.0,40.704147793959,-73.933600936746
50074925,ROLLY KIMBAB,11358.0,40.761272354461,-73.802659863004
50074932,TEN FULL RESTAURANT,11104.0,40.740025244512,-73.92561522142
50074936,SABAI,10016.0,40.74425039145,-73.983410053985
50074942,146 NO. 1 YUMMY TACO,11436.0,40.673463427544,-73.791341330438
50074947,FAIRFIELD INN & SUITES,11365.0,40.739987941422,-73.790973410391
50074956,KAM'S KITCHEN,11411.0,40.695851915739,-73.742402743954
50074960,MONK MCGINNS,10007.0,40.71421246245,-74.009746738044
50074966,P.J.HORGAN'S,11377.0,40.746215607289,-73.915080911802
50074976,PG PIZZA,10451.0,40.82629592421,-73.918042424676
50074977,WOKUNI,10016.0,40.749294275907,-73.977598080922
50074983,SHINSEN,10013.0,40.715659314321,-73.996435978158
50074986,POT NOODLE,11385.0,40.709259050949,-73.870055543988
50075009,#1 GARDEN CHINESE RESTAURANT,11215.0,40.660155649478,-73.980554819961
50075014,SKYLINE BILLIARD CLUB,11223.0,40.590870542115,-73.974094096426
50075017,UN MUNDO SALUDABLE (HERBALIFE),11204.0,40.630610252548,-73.977421911829
50075024,CHUAN ZHU REN,11355.0,40.762431134677,-73.814471492066
50075049,"FREEHAND NEW YORK, BROKEN SHAKER",10010.0,40.739691505171,-73.984591210857
50075050,SMILE TO GO,10010.0,40.739691505171,-73.984591210857
50075052,KING RIVER CHEN CHINESE RESTAURANT,11370.0,40.759048478408,-73.88763459984
50075060,BOQUERIA,10018.0,40.755430525023,-73.989536141702
50075064,YOON HAEUNDAE GALBI,10018.0,40.7498964595,-73.984069120741
50075069,THE HARROW,10019.0,40.764359423018,-73.99200394436
50075077,TU TIPICO DOMINICANO,10310.0,40.634131829699,-74.122339623025
50075079,FRATILLI'S PIZZA & CAFE,10474.0,40.809613627198,-73.880739483554
50075103,POLLETTO CHICKEN AND SANGRIA,10028.0,40.776948272526,-73.952426172216
50075106,US FRIED CHICKEN,10451.0,40.827102250808,-73.92516700506
50075108,CREAM COFFEE SHOP,11209.0,40.633359562997,-74.02702132842
50075118,CON SABOR A MEXICO,10033.0,40.8503349217,-73.936281095055
50075139,Q TOWN ASIAN CUISINE,11373.0,40.741513272929,-73.880558721661
50075147,BRISA DOMINICANA,10031.0,40.826751862978,-73.946504270056
50075156,ROMANTICOS,11372.0,40.747058328259,-73.889401666406
50075158,POKE ZEST,11222.0,40.723850205057,-73.95085155616
50075161,YUPDDUK,11354.0,40.763691248051,-73.807959265524
50075166,NEW CAMELLIA CAFE,11354.0,40.763354617474,-73.815241430652
50075170,168 KIM WEI KITCHEN,11232.0,40.645502916809,-73.999127952524
50075173,SOBOL STATEN ISLAND,10310.0,40.630521846186,-74.106441500867
50075175,OUR VODKA,10001.0,40.745420638136,-73.992872368724
50075178,COMPADRES 77 MEXICAN RESTAURANT,11375.0,40.716296489697,-73.833795124058
50075182,NEW YORK CITY BAGEL COFFEE HOUSE,11103.0,40.76605525318,-73.919607792578
50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,11221.0,40.692514400408,-73.927348851405
50075195,CHAMPION PIZZA,11106.0,40.761870533126,-73.925200869624
50075196,SMASHBURGER,11201.0,40.68985672822,-73.979720371884
50075200,OMIYA SUSHI,11229.0,40.599727451333,-73.948274917789
50075209,ROTI PARADISE,11428.0,40.715480948937,-73.747834959301
50075214,PICCOLO PINOS PIZZERIA,10302.0,40.634638357859,-74.135642524684
50075218,ROAM,11375.0,40.721116246567,-73.845529443198
50075224,SWEET CHICK,11101.0,40.745949219861,-73.953033044761
50075227,DIY KARAOKE,11356.0,40.781448797836,-73.84141334576
50075231,CHAO THAI,11373.0,40.74135359878,-73.880100702912
50075241,BEVERLY HILL MANOR,10453.0,40.846611597132,-73.913105273625
50075243,LAMOON,11373.0,40.743163079995,-73.883424754715
50075247,MARIOS HOMEMADE CUISINE,10458.0,40.854183889743,-73.884556071366
50075248,PLANTSHED,10024.0,40.786992226441,-73.971789388898
50075251,THE GRAHAM,11206.0,40.708097121601,-73.943068706158
50075257,DEVOCION,11217.0,40.688347555886,-73.982468472361
50075258,ENERGIA Y FIGURA,11369.0,40.756805653158,-73.881816194378
50075270,NEW TONY'S DRAGON 1,11417.0,40.683475003973,-73.834176506499
50075273,RED PANDA RESTAURANT,11377.0,40.743022461941,-73.897109570078
50075296,ABOUT TIME SOUL FOOD,11432.0,40.707372800909,-73.796111266168
50075297,EIGHT BEAUTITUDES KOREAN RESTAURANT #18,11354.0,40.759777908235,-73.829235428489
50075314,MARIO'S PIZZA,11434.0,40.657580182109,-73.767531607429
50075315,I LOVE NY PIZZA,10472.0,40.832539314056,-73.869564499831
50075318,AZULE CANTINA,10019.0,40.760484727373,-73.977937228646
50075319,TBAAR,11373.0,40.733840182011,-73.871577033806
50075323,HUNGRY BURRITO TACOS,11385.0,40.701363878676,-73.905241932092
50075329,KUNG FU STEAMER,11219.0,40.629083504209,-74.005447149352
50075330,MIGHTY BOWL,10075.0,40.773912592614,-73.95964208374
50075331,N.Y. TIMES GRAB & GO,10018.0,40.756031723639,-73.990651383744
50075332,SONY HALL,10036.0,40.759124635911,-73.986348218206
50075334,LEMONGRASS GRILL,11201.0,40.688645110825,-73.992878461127
50075346,FRESH KITCHEN,10016.0,40.751117331192,-73.980524556812
50075369,THE FREAKIN RICAN RESTAURANT,11101.0,40.755470552095,-73.918321205151
50075379,BATTLE HILL TAVERN,11215.0,40.660102061056,-73.99113704192
50075407,JUICE PRESS,10118.0,40.748268900702,-73.984690273581
50075410,LA BIENVENIDA RESTAURANT,11377.0,40.745959072285,-73.899887524615
50075411,SUSHI NOZ,10075.0,40.773846262001,-73.958364016281
50075413,PERIZIA PIZZA,11230.0,40.623816529816,-73.964981782029
50075419,HASWELL GREEN'S,10019.0,40.762991686,-73.983921581129
50075425,New Star Restaurant,11358.0,40.753260143174,-73.793173018115
50075440,BRASSERIE TOAST CAFE,10018.0,40.750794369825,-73.987035683627
50075441,GOFISH SUSHI BOX,10022.0,40.756918006477,-73.972065672336
50075442,SABOR PERUANO II,11372.0,40.748974411814,-73.871212097825
50075448,LITTLE COLLINS,10022.0,40.756918006477,-73.972065672336
50075450,NO.1 CALLE 191 PESCADERIA,10040.0,40.855205567018,-73.929433389594
50075485,PEARL STREET HAMPTON INN,10004.0,40.703227634813,-74.01242124845
50075519,D HACK'S HALAL,11417.0,40.683655715006,-73.833869581249
50075521,BEST 164,11358.0,40.762571867161,-73.801786019347
50075523,Joyo Asian Restaurant,11385.0,40.702808962025,-73.870169150352
50075535,JIMBOS RESTAURANT,11102.0,40.770265164059,-73.918830091009
50075543,FOO HING KITCHEN,10454.0,40.813670229536,-73.922169221528
50075544,PELICAN,11221.0,40.683995523131,-73.938254264839
50075559,DUMBO HOUSE,11201.0,40.703293906326,-73.992047363499
50075574,XIN BAO,11434.0,40.671630689064,-73.774367864914
50075575,TETE A TETE,11235.0,40.587828989353,-73.955247301157
50075583,PINKBERRY,11215.0,40.672215569128,-73.977122982025
50075590,AMADEUS RESTAURANT,10306.0,40.575383873387,-74.120924910175
50075608,LUCHADORES,10038.0,40.705736959537,-74.003963840837
50075622,PAPA JOHN'S,11221.0,40.695885843362,-73.933281029091
50075625,NIFOROS COFFEE SHOP,11101.0,40.750531233401,-73.948962226984
50075628,PAPA JOHN'S,11226.0,40.638999844499,-73.948298405716
50075654,Theatre XIV,11237.0,40.7060517862,-73.923388213665
50075656,SETSUGEKKA,10003.0,40.727356794627,-73.986683074233
50075658,PEKING CHINESE RESTAURANT,11354.0,40.764380848265,-73.82556668619
50075666,NO 1 CHINESE RESTAURANT,10456.0,40.835687732775,-73.903051425129
50075668,NEW ASIA,10025.0,40.791809318966,-73.972011249834
50075669,SUGAR BOY BAKERY II,10463.0,40.879310995345,-73.904520849342
50075670,GOLDEN CHOPSTICKS,10004.0,40.703946975231,-74.010297052389
50075680,CAFE LUKA,10021.0,40.766934327095,-73.956639117125
50075683,PRIMO'S BAR,10013.0,40.715582149874,-74.009166162944
50075701,THE EMPANADA SPOT,11364.0,40.748804889135,-73.756550692817
50075705,LA TRANQUILITE RESTAURANT,11236.0,40.635978303604,-73.899440647929
50075717,HUNGRY GHOST,11211.0,40.714471442547,-73.94504722575
50075719,LA IGUANA AZUL RESTAURANT,10308.0,40.550975345285,-74.150257811809
50075726,PAPA JOHN'S,11225.0,40.656949833078,-73.952612992739
50075728,PAPA JOHN'S,11207.0,40.6572460267,-73.888801477391
50075731,BROOKLYN BARISTA,11237.0,40.697308657548,-73.907141033301
50075734,BERNIE'S,11222.0,40.721777769847,-73.950535617841
50075739,LITTLE DUMPLING,11362.0,40.769965661773,-73.73604969894
50075742,PINKBERRY,10028.0,40.7751427615,-73.953741705348
50075750,VARIETY COFFEE ROASTERS,10028.0,40.779276899822,-73.955096471719
50075751,GRAN CAFFE DE MARTINI,11238.0,40.679094630877,-73.968330832582
50075754,KIDDIE CAKES,10309.0,40.522179944227,-74.216795455557
50075758,TACO BELL CANTINA,10452.0,40.828326702476,-73.92562452986
50075759,TACO BELL CANTINA,11216.0,40.680556373805,-73.949585641291
50075766,MOMO CRAVE,11377.0,40.746891963273,-73.896425077029
50075774,EL CAMPEON DE LOS POLLOS 2,11416.0,40.686043807579,-73.839748123366
50075775,FANTASY RICEROLL,11214.0,40.60505029834,-74.000147653716
50075776,D ORIGINAL HOT ON THE SPOT,11419.0,40.68404134926,-73.832920344234
50075824,CARIBBEAN STARR,10027.0,40.807187043878,-73.945895129358
50075830,GLADY'S JERK CENTER,11225.0,40.661270517004,-73.953593901193
50075833,DOMINO'S,10301.0,40.63777026831,-74.076140355146
50075859,WELL PLATED,10036.0,40.756575098882,-73.989637028158
50075871,COPINETTE,10022.0,40.753971271038,-73.966096977642
50075872,ABDULLAH SWEETS & RESTAURANT,11372.0,40.748867346592,-73.892520538155
50075878,COOKIE CRUMZ,11101.0,40.749535619588,-73.95064124819
50075888,SIMO PIZZA,10014.0,40.739362832688,-74.008776109952
50075900,A & A BAKE AND DOUBLE SHOP,11216.0,40.68031140629,-73.948057141523
50075906,LE PRIVE,10036.0,40.761255237502,-73.994271265642
50075907,NEW SUN DELI,10458.0,40.860320227034,-73.892119199915
50075916,BURGER BOX,11235.0,40.593816841651,-73.940404777123
50075917,SUBWAY STORE #30214,11374.0,40.730220444884,-73.862628719979
50075946,EM STAR CAFE,10002.0,40.714086567576,-73.996623638233
50075950,BAGEL VILLA,11209.0,40.631472263069,-74.021810996973
50075962,CHAMPION PIZZA,10012.0,40.721596271652,-73.99733756748
50075973,MADAME POUPON,11216.0,40.684492731107,-73.950386706563
50075990,SAUCE PIZZERIA,10003.0,40.730548723387,-73.984802604029
50076005,CONCESSION 105,10451.0,40.829028434834,-73.928496459645
50076007,BLUE POINT BLEACHERS BAR 237,10451.0,40.829028434834,-73.928496459645
50076009,CHARLIE'S PLACE,10035.0,40.806102884801,-73.940383749723
50076018,TOMMY BAHAMAS MARLIN BAR,10451.0,40.829028434834,-73.928496459645
50076035,JUNGO SUSHI,11104.0,40.744662958558,-73.916288266977
50076040,GREAT WALL CHINESE RESTAURANT,11375.0,40.7235851946,-73.848637183069
50076070,Bellini,10038.0,40.707864213514,-74.001623098743
50076079,CHINITO LATINO,10040.0,40.862221139463,-73.925156257789
50076081,MUSES 35 BAR & KARAOKE,10001.0,40.752233044847,-73.991539806142
50076083,KUNG FU TEA,10003.0,40.728883068754,-73.988378541296
50076087,H0L0,11385.0,40.693871031848,-73.90242902361
50076090,GYRO BBQ FRIED CHICKEN,11229.0,40.594330283167,-73.940724782138
50076096,SPICY SHALLOT,11373.0,40.74356823227,-73.887855685806
50076107,LUCKY,10009.0,40.727218525666,-73.979658447174
50076111,OK CANAAN,11355.0,40.751984137532,-73.826483548825
50076114,MIYAKO,10025.0,40.791024458922,-73.972585795098
50076117,CHI MAMA'S NOODLE HOUSE,11361.0,40.75924653805,-73.768756458994
50076131,DUNKIN,10038.0,40.710526270262,-74.009353030615
50076132,MARCY & MYRTLE 2,11249.0,40.720688274581,-73.957852608498
50076141,UNCLE LOUIE G'S ITALIAN ICE,10308.0,40.551683136086,-74.150536488581
50076144,DI AN DI,11222.0,40.72979558393,-73.958326700437
50076145,MR DRE KITCHEN BAR,11356.0,40.784221257944,-73.845628027533
50076155,OXOMOCO,11222.0,40.730047112389,-73.955685419292
50076178,EAT ITALIAN,10309.0,40.542592288455,-74.208331211757
50076185,AVOCADO,10312.0,40.545329052487,-74.160542785664
50076188,IZAKAYA JURAKU,10002.0,40.719630481803,-73.988593004897
50076191,JOLLIBEE,10018.0,40.755680416732,-73.990929363603
50076218,DUNKIN,11354.0,40.766752363361,-73.827408819489
50076221,"DUNKIN , BASKIN ROBBINS",11356.0,40.786252668283,-73.835941792787
50076225,MR. GREEN,11414.0,40.660158307276,-73.840127726473
50076227,WO HOP KITCHEN,11208.0,40.681790552132,-73.878675882116
50076228,WAH SING RESTAURANT,11233.0,40.677862066689,-73.910777079515
50076238,TEA SHOP AND BAKERY,11365.0,40.738676756901,-73.79293699363
50076259,BANHMIGOS,11217.0,40.67550590241,-73.974053883834
50076263,SUBWAY,11040.0,40.751875816887,-73.702760921236
50076268,STAR CAFE & BAKERY,11216.0,40.680529932854,-73.951929173015
50076284,Uncle Louie G’s Italian Ice & Ice Cream,10306.0,40.560189401769,-74.135022931167
50076290,TORO LOCO,10004.0,40.704026400878,-74.012067943443
50076291,EL TAHUR,11220.0,40.650948017126,-74.011200601732
50076292,1 QUETZAL,11228.0,40.618049600245,-73.999315617304
50076293,TEQUILA & MEZCAL,10459.0,40.827312330843,-73.886741999106
50076301,FIORE DI MARE,10308.0,40.542935212548,-74.142158657274
50076302,PAPA JOHN'S,10462.0,40.834316730276,-73.850570627408
50076319,LAN TING HOT POT BBQ,11220.0,40.637166513778,-74.010755104467
50076322,SCRATCH BK & BECK AND CALL CATERING,11211.0,40.713864136591,-73.956136299926
50076334,DUNKIN,10075.0,40.773833023893,-73.959725173034
50076337,ANEMOS,11101.0,40.756207228979,-73.919854342411
50076340,DUNKIN,10011.0,40.736195559538,-73.994103832497
50076353,LOMBARDO'S OF BAY RIDGE CORP,11209.0,40.634386007951,-74.027457696486
50076373,EAST FAR CHINESE FOOD,11224.0,40.575889345246,-73.991335445559
50076379,21 GREENPOINT,11222.0,40.729667119238,-73.959838562901
50076386,IMPERIAL CAFE,10461.0,40.855995667734,-73.855640510037
50076388,LILY BLOOM,11209.0,40.621329330517,-74.026360840464
50076390,RINCONCITO,10031.0,40.829259687134,-73.944670205142
50076397,GROUP M,10007.0,40.710967893711,-74.012357769399
50076399,TOUS LES JOURS,11220.0,40.63538524864,-74.009648709542
50076432,CHARACTERS KTV,11204.0,40.618638561253,-73.983632302448
50076453,99C PIZZA,10002.0,40.713998419528,-73.990848484567
50076463,TEN SECONDS,11354.0,40.758862478494,-73.830125762081
50076470,TARTINERY,10016.0,40.750496721488,-73.978864505394
50076472,NY BAGEL CAFE & DELI,11223.0,40.60434117687,-73.970847704639
50076475,NEEROB RESTAURANT,10462.0,40.836010724097,-73.855239535837
50076477,CROWN FRIED CHICKEN,11423.0,40.710903733314,-73.770569636935
50076481,TASTALU PANINI,10011.0,40.741869040229,-74.004713006739
50076485,ABRACADABRA MAGIC DELI,11237.0,40.703740332878,-73.927051643672
50076495,SANTA SALSA,11237.0,40.705513358783,-73.922714370758
50076500,ATOMIX,10016.0,40.744362828217,-73.982742384971
50076516,LEAF,11206.0,40.697055864179,-73.934578121758
50076526,MORANDI,10014.0,40.735372270172,-74.001634596541
50076528,MINETTA TAVERN,10012.0,40.729863537155,-74.000609765763
50076534,FALAFEL TANAMI,11230.0,40.618536032668,-73.958194715881
50076537,PATMAR BAKE SHOP,11413.0,40.665463504837,-73.754509451107
50076539,HOMECOMING,11249.0,40.719379153929,-73.958217798281
50076550,ISABELA'S MEXICAN RESTAURANT,11220.0,40.649688338499,-74.009232753452
50076556,ROCKAWAY GRILL & MEAT SHOP,11436.0,40.674149934581,-73.799198217509
50076557,O2 K-BBQ,11361.0,40.758823417348,-73.768544963142
50076577,BROOKLYN PIZZA MASTERS,10022.0,40.75868844414,-73.962654571741
50076583,SZECHUAN GARDEN,10025.0,40.800270167358,-73.967409713917
50076589,ME-DO DESSERTS,11214.0,40.603864529619,-73.99779963873
50076590,BEYOND SUSHI,10012.0,40.722205577112,-73.996175874833
50076604,KAHLO,10001.0,40.751928659551,-74.002569808186
50076611,CLOUD 9 CREPES,11221.0,40.682052014631,-73.937870284365
50076639,YIFANG TAIWAN FRUIT TEA,11354.0,40.758862483838,-73.830129371732
50076652,SUNSET DINER,11222.0,40.72151037538,-73.942202196025
50076656,BUNNY,11216.0,40.682101825745,-73.949912567824
50076665,PETEE'S CAFE,11205.0,40.693553037095,-73.964685374432
50076675,ELIM BISTRO,10007.0,40.712820978699,-74.008296457327
50076680,ZYARA RESTAURANT,11103.0,40.76753733888,-73.912010278937
50076682,C&C ITALIAN DELI II,11385.0,40.702993089861,-73.867965142143
50076740,VIV THAI RESTAURANT,10019.0,40.762712368866,-73.989524163677
50076747,MILLIE'S OF STATEN ISLAND,10309.0,40.529521096907,-74.231409751135
50076750,ROCKAWAY PLAZA,11434.0,40.663472926458,-73.777041259991
50076759,KODAWARI,10002.0,40.718376467101,-73.992846412394
50076760,HAPISGAH,11367.0,40.718290473671,-73.814915902613
50076774,PELICANA CHICKEN,11222.0,40.731410785779,-73.954472165136
50076775,POKE CITY,11201.0,40.691477591136,-73.991078765301
50076778,PROSPECT PARK WILDLIFE CENTER,11225.0,40.665720875567,-73.964242382593
50076792,COFFEE & GREEN,11106.0,40.759788646477,-73.93662072882
50076795,CAFE LUX,11220.0,40.633708023166,-74.011424677391
50076799,STARBUCKS,10013.0,40.719768285297,-73.999296531102
50076821,Dive 106,10025.0,40.800579800343,-73.965614432776
50076831,QDOBA Mexican Eats,11237.0,40.698782959478,-73.918437806499
50076844,YO YO FRITAILLE,11210.0,40.63413138339,-73.950064003392
50076854,CANAVE,10040.0,40.864490781043,-73.929090880627
50076863,ELIS WINE BAR,10025.0,40.802783341084,-73.964009540077
50076870,WESTSIDE WOK / KONATA SUSHI BAR,10025.0,40.792448724959,-73.971519817808
50076881,AT NINE RESTAURANT & BAR,10036.0,40.758782098419,-73.992354752911
50076883,CHINA NO. 1 CHINESE RESTAURANT,11212.0,40.655770040116,-73.915315419641
50076912,LOOSE LEAF,11105.0,40.775427580905,-73.914404447052
50076942,ROLLING COW,11234.0,40.609928854538,-73.922281617072
50076943,THE BUTCHER'S DAUGHTER,11211.0,40.714704858874,-73.958343386497
50076945,LUCKY PICKLE DUMPLING CO,10024.0,40.786748833355,-73.975678729176
50076950,ELDER GREENE,11222.0,40.730690154184,-73.957716365406
50076954,FULTON HALL,11217.0,40.687715551478,-73.978336401429
50076955,COFFEE MONSTER,11355.0,40.762401117429,-73.814579871772
50076967,RICH AROMA,10027.0,40.812883895295,-73.955825130629
50076972,KENNEDY FRIED CHICKEN,11432.0,40.707378251953,-73.796089608214
50076978,ARASHI SUSHI,11212.0,40.655792001004,-73.915318995718
50076982,"ALPHA, AWESOMESAUCE",11103.0,40.768807193242,-73.91075585489
50076996,CATRINAS MEXICAN GRILL,11209.0,40.632651339881,-74.027312867801
50077005,ANGELO'S PIZZA,11378.0,40.72318501612,-73.912411796147
50077010,NEW NO.1 CHINESE RESTAURANT,10472.0,40.832352536219,-73.864700874428
50077020,CARVEL # 102224,11378.0,40.72635946436,-73.894613478515
50077025,REMEDY LOUNGE & CAFE,11426.0,40.743650590021,-73.718337471117
50077029,PARIS BAGUETTE,11105.0,40.775776426203,-73.91113642156
50077042,COLD STONE CREAMERY,11414.0,40.662096795502,-73.840609657694
50077051,UNA PIZZA,10002.0,40.721691783672,-73.988408661221
50077053,TONY'S PIZZA,11211.0,40.71506953096,-73.94448399534
50077057,TIPSY SHANGHAI RESTAURANT,10012.0,40.729300856705,-73.998913976692
50077075,Emma's Torch,11231.0,40.680133673706,-73.994920018914
50077077,THE TAILOR PUBLIC HOUSE,10018.0,40.753040093481,-73.992849894259
50077080,BAO TEA HOUSE,10012.0,40.731373159252,-74.000313910224
50077086,Tamashii Ramen,11375.0,40.719677981976,-73.843501748105
50077087,RANO'S CHICKEN BURGERS,10029.0,40.789145844134,-73.940424271425
50077093,THAI HOUSE,11418.0,40.697484600156,-73.836258442197
50077098,MR. CHAN'S 5 CHINESE RESTAURANT,11236.0,40.64545303825,-73.92001311563
50077104,RIKO,11372.0,40.747251296882,-73.887438032645
50077108,LA NACIONAL,10011.0,40.739058496307,-74.000873276672
50077131,SQUARE MEALS,11237.0,40.705513358783,-73.922714370758
50077154,FINE TIME,11206.0,40.70081074623,-73.929986949581
50077156,JOE & THE JUICE,10028.0,40.775773061306,-73.958312258804
50077163,OLDE BROOKLYN BAGEL SHOPPE,11238.0,40.67778824633,-73.968800138282
50077169,SERENDIPITY 3,10022.0,40.761875970573,-73.965403462417
50077172,ALL STARS SPORTS BAR & GRILL,10019.0,40.767119787144,-73.983823107782
50077173,ULTRA SPICY HOUSE,11355.0,40.753641369658,-73.822498067457
50077201,MARINELL BAKERY,10456.0,40.833366431213,-73.914354916813
50077202,JERK CHICKEN AND GRILL,11203.0,40.651331418124,-73.946706736237
50077203,POPEYES,10035.0,40.804635969034,-73.9380769041
50077219,NEW SHANGHAI DELUXE,10013.0,40.715527611509,-73.998539042528
50077226,OKAWA,11372.0,40.749275525044,-73.888809681465
50077236,MANHATTA,10005.0,40.708108174289,-74.008768372325
50077247,PLANT MILK DELI STORE,11378.0,40.72320428731,-73.91248753287
50077250,CASA CLEMA RESTAURANT & BAR,10453.0,40.849781500709,-73.916448248218
50077270,NY GO GO FAST FOOD,11354.0,40.759231650276,-73.831056115714
50077271,DELI GUATELINDA,11219.0,40.624494354563,-73.999492066769
50077272,GOOD THANKS CAFE,10002.0,40.719800732918,-73.989379418188
50077278,3rd & 7,11234.0,40.61477671827,-73.936568044675
50077286,KELLYS PUB,11355.0,40.758668796781,-73.829083067739
50077293,STARBUCKS COFFEE,11373.0,40.730266466629,-73.887214266247
50077330,QUALITY FOOD CHINESE RESTAURANT,10465.0,40.829548925682,-73.825156690914
50077334,THE KATI ROLL COMPANY,10038.0,40.709186847277,-74.009046250526
50077336,EL ENCANTO DE LOLA 2,10026.0,40.803762760961,-73.948419171569
50077338,HOTEL RIU PLAZA NEW YORK TIMES SQUARE,10036.0,40.760005931921,-73.98842723593
50077348,HATFIELDS,11361.0,40.764142715129,-73.771251924896
50077362,FUSION FARE FOODS,10036.0,40.75559668512,-73.979974601043
